종목코드,날짜,future_return_7d,target,close_1,close_2,close_3,close_4,close_5,close_6,close_7,mean_close,std_close,return_1d,return_7d,num_up_days,종가,전일비,시가,고가,저가,거래량,range_pct,close_vs_open,tail_up,tail_down,volume_price
005930,2025-02-28,0.007339449541284404,1,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,56928.57142857143,1218.563892122064,-0.03197158081705151,-0.06678082191780822,0,54500.0,"하락  1,800",55400.0,55700.0,54500.0,28036698.0,0.021660649819494584,-0.016245487364620937,0.02154398563734291,0.0,1528000041000.0
005930,2025-03-04,0.003669724770642202,1,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,56371.42857142857,1306.811042974774,0.0,-0.06357388316151202,0,54500.0,보합0,53900.0,55000.0,53800.0,18553933.0,0.022263450834879406,0.011131725417439703,0.00909090909090909,0.013011152416356878,1011189348500.0
005930,2025-03-05,0.012962962962962963,1,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,55771.42857142857,1293.6264483053453,-0.009174311926605505,-0.05759162303664921,0,54000.0,하락  500,55100.0,55400.0,54000.0,16578817.0,0.025408348457350273,-0.019963702359346643,0.02527075812274368,0.0,895256118000.0
005930,2025-03-06,0.06077348066298342,1,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,55342.857142857145,1210.4982951037061,0.005555555555555556,-0.050699300699300696,1,54300.0,상승  300,54100.0,54500.0,54000.0,12258101.0,0.009242144177449169,0.0036968576709796672,0.003669724770642202,0.005555555555555556,665614884300.0
005930,2025-03-07,0.07262569832402235,1,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,54842.857142857145,1052.6933386823166,-0.011049723756906077,-0.05123674911660778,1,53700.0,하락  600,53500.0,54200.0,53400.0,14274992.0,0.014953271028037384,0.003738317757009346,0.00922509225092251,0.0056179775280898875,766567070400.0
005930,2025-03-10,0.0893854748603352,1,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,54428.57142857143,825.857624731122,0.0,-0.046181172291296625,1,53700.0,보합0,53500.0,54800.0,53500.0,12921670.0,0.024299065420560748,0.003738317757009346,0.020072992700729927,0.003738317757009346,693893679000.0
005930,2025-03-11,0.12313432835820895,1,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54042.857142857145,361.9674131234265,-0.00186219739292365,-0.01651376146788991,1,53600.0,하락  100,52500.0,54100.0,52500.0,17740891.0,0.030476190476190476,0.02095238095238095,0.009242144177449169,0.02095238095238095,950911757600.0
005930,2025-03-12,0.12386156648451731,1,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54100.0,450.39665058384134,0.024253731343283583,0.007339449541284404,2,54900.0,"상승  1,300",53800.0,55300.0,53600.0,17973221.0,0.031598513011152414,0.020446096654275093,0.007233273056057866,0.024253731343283583,986729832900.0
005930,2025-03-13,0.10603290676416818,1,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54128.57142857143,480.2210375420461,-0.0036429872495446266,0.012962962962962963,2,54700.0,하락  200,55800.0,55900.0,54200.0,24132151.0,0.03046594982078853,-0.01971326164874552,0.02146690518783542,0.00922509225092251,1320028659700.0
005930,2025-03-14,0.09323583180987204,1,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,54228.57142857143,514.6823867043378,0.0,0.007366482504604052,1,54700.0,보합0,54500.0,55100.0,54400.0,10845154.0,0.012844036697247707,0.003669724770642202,0.007259528130671506,0.0055147058823529415,593229923800.0
005930,2025-03-17,0.06597222222222222,1,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,54700.0,1290.6255404703122,0.05301645338208409,0.07262569832402235,2,57600.0,"상승  2,900",55500.0,57800.0,55400.0,35559021.0,0.043243243243243246,0.03783783783783784,0.0034602076124567475,0.039711191335740074,2048199609600.0
005930,2025-03-18,0.07291666666666667,1,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,55257.142857142855,1553.6658427797167,0.0,0.07262569832402235,2,57600.0,보합0,58800.0,59000.0,57300.0,28138594.0,0.02891156462585034,-0.02040816326530612,0.023728813559322035,0.005235602094240838,1620783014400.0
005930,2025-03-19,0.02905982905982906,1,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,55942.857142857145,1760.5657717718739,0.015625,0.0914179104477612,3,58500.0,상승  900,57400.0,59200.0,57400.0,29421759.0,0.0313588850174216,0.01916376306620209,0.011824324324324325,0.01916376306620209,1721172901500.0
005930,2025-03-20,-0.03986710963455149,0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,56885.71428571428,2003.873799439883,0.02905982905982906,0.0965391621129326,3,60200.0,"상승  1,700",59200.0,60300.0,58500.0,34989004.0,0.030405405405405407,0.016891891891891893,0.001658374792703151,0.02905982905982906,2106338040800.0
005930,2025-03-21,-0.04700162074554295,0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,57857.142857142855,2412.383020321336,0.024916943521594685,0.12797074954296161,4,61700.0,"상승  1,500",60900.0,61700.0,60400.0,40155612.0,0.021346469622331693,0.013136288998357963,0.0,0.02152317880794702,2477601260400.0
005930,2025-03-24,-0.02809917355371901,0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,58685.71428571428,2169.548057893672,-0.019448946515397084,0.10603290676416818,4,60500.0,"하락  1,200",61200.0,61600.0,60500.0,14088094.0,0.017973856209150325,-0.011437908496732025,0.017857142857142856,0.0,852329687000.0
