종목코드,날짜,close_1,close_2,close_3,close_4,close_5,close_6,close_7,mean_close,std_close,return_1d,return_3d,num_up_days,종가,전일비,시가,고가,저가,거래량,range_pct,close_vs_open,tail_up,tail_down,volume_price
033780,2025-06-27,125600.0,125500.0,123700.0,124600.0,125300.0,124800.0,123300.0,124685.71428571429,827.0922757788644,-0.01201923076923077,-0.01043338683788122,2,123300.0,"하락  1,500",124800.0,125300.0,122500.0,338115.0,0.022435897435897436,-0.01201923076923077,0.01596169193934557,0.006530612244897959,41689579500.0
010140,2025-06-27,17440.0,16870.0,16650.0,17060.0,16530.0,16320.0,16160.0,16718.571428571428,409.0207319729324,-0.00980392156862745,-0.05275498241500586,1,16160.0,하락  160,16460.0,16640.0,16100.0,3841073.0,0.032806804374240585,-0.018226002430133656,0.028846153846153848,0.0037267080745341614,62071739680.0
018260,2025-06-27,168400.0,172000.0,191800.0,193500.0,180100.0,174900.0,173300.0,179142.85714285713,9148.123483278203,-0.009148084619782733,-0.10439276485788114,3,173300.0,"하락  1,600",176500.0,178800.0,172400.0,267429.0,0.036260623229461754,-0.018130311614730877,0.03076062639821029,0.005220417633410673,46345445700.0
051910,2025-06-27,206000.0,211500.0,202500.0,211000.0,212500.0,216000.0,209000.0,209785.7142857143,4113.194299682277,-0.032407407407407406,-0.009478672985781991,4,209000.0,"하락  7,000",217000.0,218000.0,208000.0,227948.0,0.04608294930875576,-0.03686635944700461,0.04128440366972477,0.004807692307692308,47641132000.0
034730,2025-06-27,192600.0,196700.0,195800.0,199200.0,202500.0,203500.0,197600.0,198271.42857142858,3530.970844122168,-0.028992628992628992,-0.008032128514056224,4,197600.0,"하락  5,900",205000.0,207000.0,196900.0,248595.0,0.04926829268292683,-0.03609756097560975,0.04541062801932367,0.0035551041137633316,49122372000.0
024110,2025-06-27,17200.0,17290.0,17420.0,18060.0,18790.0,18520.0,18300.0,17940.0,590.8105811993746,-0.011879049676025918,0.013289036544850499,4,18300.0,하락  220,18600.0,18740.0,18260.0,942054.0,0.025806451612903226,-0.016129032258064516,0.023479188900747065,0.002190580503833516,17239588200.0
006400,2025-06-27,168200.0,176300.0,169300.0,176800.0,175400.0,174600.0,169700.0,172900.0,3405.87727318528,-0.028064146620847653,-0.040158371040723985,2,169700.0,"하락  4,900",175300.0,175300.0,169600.0,478562.0,0.032515687393040504,-0.03194523673702225,0.03194523673702225,0.0005896226415094339,81211971400.0
003550,2025-06-27,75300.0,77500.0,81800.0,84900.0,84000.0,81400.0,79700.0,80657.14285714286,3176.1869065447204,-0.020884520884520884,-0.061248527679623084,3,79700.0,"하락  1,700",80500.0,81600.0,79300.0,246687.0,0.02857142857142857,-0.009937888198757764,0.023284313725490197,0.005044136191677175,19660953900.0
030200,2025-06-27,51900.0,51800.0,51000.0,52100.0,52400.0,52400.0,54400.0,52285.71428571428,968.6936290379821,0.03816793893129771,0.044145873320537425,3,54400.0,"상승  2,000",52400.0,55500.0,52200.0,771081.0,0.06297709923664122,0.03816793893129771,0.01981981981981982,0.0421455938697318,41946806400.0
352820,2025-06-27,300000.0,307000.0,303000.0,312500.0,310500.0,306000.0,305500.0,306357.14285714284,3925.323332581167,-0.0016339869281045752,-0.0224,2,305500.0,하락  500,306000.0,306500.0,297500.0,172862.0,0.029411764705882353,-0.0016339869281045752,0.0032626427406199023,0.02689075630252101,52809341000.0
006800,2025-06-27,19940.0,19530.0,21550.0,22550.0,23450.0,21850.0,21350.0,21460.0,1273.6785869508615,-0.02288329519450801,-0.05321507760532151,3,21350.0,하락  500,21900.0,21950.0,21050.0,4032115.0,0.0410958904109589,-0.02511415525114155,0.02733485193621868,0.014251781472684086,86085655250.0
066570,2025-06-27,73100.0,74000.0,74700.0,76200.0,76100.0,74700.0,74100.0,74700.0,1043.346264943441,-0.008032128514056224,-0.027559055118110236,3,74100.0,하락  600,74800.0,75200.0,73700.0,434975.0,0.020053475935828877,-0.009358288770053475,0.014627659574468085,0.005427408412483039,32231647500.0
377300,2025-06-27,61300.0,79600.0,92000.0,92000.0,93800.0,93800.0,84200.0,85242.85714285714,10980.223409496228,-0.1023454157782516,-0.08478260869565217,3,84200.0,"하락  9,600",86700.0,88800.0,78200.0,7694326.0,0.12226066897347174,-0.02883506343713956,0.0518018018018018,0.07672634271099744,647862249200.0
017670,2025-06-27,55300.0,56300.0,56100.0,56800.0,57100.0,56700.0,56200.0,56357.142857142855,544.7335989982176,-0.008818342151675485,-0.01056338028169014,3,56200.0,하락  500,56600.0,56700.0,55900.0,639168.0,0.014134275618374558,-0.007067137809187279,0.008818342151675485,0.005366726296958855,35921241600.0
079550,2025-06-27,593000.0,609000.0,630000.0,554000.0,527000.0,524000.0,543000.0,568571.4285714285,38887.59311090342,0.03625954198473282,-0.019855595667870037,3,543000.0,"상승  19,000",534000.0,555000.0,530000.0,186495.0,0.04681647940074907,0.016853932584269662,0.021621621621621623,0.024528301886792454,101266785000.0
272210,2025-06-27,68600.0,65500.0,66200.0,63100.0,58900.0,58700.0,59300.0,62900.0,3718.294539935518,0.010221465076660987,-0.060221870047543584,2,59300.0,상승  600,60200.0,60900.0,58100.0,1599649.0,0.046511627906976744,-0.014950166112956811,0.026272577996715927,0.020654044750430294,94859185700.0
