종목코드,종목명,예측확률,SHAP_Feature_1,SHAP_Value_1,SHAP_Impact_1,SHAP_Feature_2,SHAP_Value_2,SHAP_Impact_2,SHAP_Feature_3,SHAP_Value_3,SHAP_Impact_3
010140,삼성중공업,0.6998913696522312,return_14d,0.0117647058823529,-0.24412812906783074,std_close,1136.8592611189113,-0.19902378452476113,range_pct,0.0149006622516556,0.11112525990698487
035420,NAVER,0.6511339591555854,std_close,20678.66395242069,0.27932161367265507,volume_price,1014468006500.0,-0.18398550905520097,저가,285500.0,-0.18112121702870354
015760,한국전력,0.6454252428391423,거래량,44855.0,0.3927833948330954,저가,994000.0,-0.18440438156947495,num_up_days,3.0,0.1169142559915781
377300,카카오페이,0.6318954183294342,저가,292500.0,-0.18245896152220667,mean_close,296214.28571428574,0.09603170625399798,num_up_days,5.0,-0.05349074275698513
042660,한화오션,0.5988240531001376,std_close,31451.91340988426,0.5206907272036188,return_14d,0.3172448466566113,0.3447549919784069,저가,260000.0,-0.17708639962365852
316140,우리금융지주,0.5979089408859938,return_14d,0.1446886446886447,-0.32874504460254683,close_vs_open,-0.0781710914454277,0.13766151993535458,거래량,14127978.0,0.12718599550891668
402340,SK스퀘어,0.5946552073526747,return_14d,0.0462700661000944,-0.23684193719178437,저가,109800.0,0.09626416480401531,num_up_days,7.0,-0.06998066076543182
096770,SK이노베이션,0.5919726342940391,return_14d,-0.1196222455403987,0.4838270827289671,std_close,41220.16546323324,0.3318953780364245,고가,867000.0,-0.23464963649050333
012450,한화솔루션,0.5886191704770829,return_14d,0.0421836228287841,-0.24406036475673318,저가,203500.0,-0.22879505432909356,volume_price,222536370000.0,-0.12154883010545746
079550,LIG넥스원,0.561190698046501,return_14d,0.00238379022646,-0.23397315041162073,저가,413000.0,-0.17847657601349057,mean_close,433071.4285714286,0.08640335449948906
