종목코드,날짜,future_return_14d,target,close_1,close_2,close_3,close_4,close_5,close_6,close_7,close_8,close_9,close_10,close_11,close_12,close_13,close_14,mean_close,std_close,return_1d,return_14d,num_up_days,종가,전일비,시가,고가,저가,거래량,range_pct,close_vs_open,tail_up,tail_down,volume_price
005930,2025-02-11,-0.02154398563734291,0,53700.0,53400.0,53500.0,54300.0,53700.0,53700.0,52400.0,51000.0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,53592.857142857145,1154.1628293853055,0.0017985611510791368,0.037243947858473,7,55700.0,상승  100,55500.0,56300.0,55000.0,24596196.0,0.023423423423423424,0.0036036036036036037,0.010657193605683837,0.012727272727272728,1370008117200.0
005930,2025-02-12,-0.03225806451612903,0,53400.0,53500.0,54300.0,53700.0,53700.0,52400.0,51000.0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,53742.857142857145,1287.142064372675,0.0017953321364452424,0.0449438202247191,8,55800.0,상승  100,55100.0,55900.0,54500.0,26428596.0,0.025408348457350273,0.012704174228675136,0.0017889087656529517,0.023853211009174313,1474715656800.0
005930,2025-02-13,-0.026881720430107527,0,53500.0,54300.0,53700.0,53700.0,52400.0,51000.0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,53914.28571428572,1386.0824253253911,0.0,0.04299065420560748,7,55800.0,보합0,56100.0,56400.0,55600.0,22448377.0,0.0142602495543672,-0.0053475935828877,0.010638297872340425,0.0035971223021582736,1252619436600.0
005930,2025-02-14,-0.04107142857142857,0,54300.0,53700.0,53700.0,52400.0,51000.0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,54092.857142857145,1479.1234304306654,0.0035842293906810036,0.03130755064456722,7,56000.0,상승  200,56000.0,57300.0,56000.0,23979779.0,0.023214285714285715,0.0,0.02268760907504363,0.0,1342867624000.0
005930,2025-02-17,-0.04107142857142857,0,53700.0,53700.0,52400.0,51000.0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,54214.28571428572,1558.780266223353,0.0,0.04283054003724395,7,56000.0,보합0,56100.0,56500.0,55700.0,11916027.0,0.0142602495543672,-0.0017825311942959,0.008849557522123894,0.005385996409335727,667297512000.0
005930,2025-02-18,-0.05799648506151142,0,53700.0,52400.0,51000.0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,54442.857142857145,1695.2514713222959,0.01607142857142857,0.0595903165735568,8,56900.0,상승  900,56200.0,57200.0,55900.0,22131007.0,0.023131672597864767,0.012455516014234875,0.005244755244755245,0.017889087656529516,1259254298300.0
005930,2025-02-19,-0.06473594548551959,0,52400.0,51000.0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,54800.0,2000.3571109750808,0.03163444639718805,0.12022900763358779,9,58700.0,"상승  1,800",57400.0,58900.0,57300.0,25395151.0,0.027874564459930314,0.02264808362369338,0.003395585738539898,0.02443280977312391,1490695363700.0
005930,2025-02-20,-0.06335616438356165,0,51000.0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,55228.57142857143,2081.3555237696733,-0.005110732538330494,0.1450980392156863,9,58400.0,하락  300,59100.0,59100.0,58100.0,21589059.0,0.01692047377326565,-0.011844331641285956,0.011844331641285956,0.0051635111876075735,1260801045600.0
005930,2025-02-21,-0.06013745704467354,0,52700.0,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,55742.857142857145,1849.6000670856565,-0.003424657534246575,0.10436432637571158,8,58200.0,하락  200,58400.0,58500.0,57100.0,22198428.0,0.023972602739726026,-0.003424657534246575,0.005128205128205128,0.01926444833625219,1291948509600.0
005930,2025-02-24,0.005235602094240838,1,52900.0,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,56071.42857142857,1680.7432758109353,-0.015463917525773196,0.0831758034026465,7,57300.0,하락  900,57300.0,57700.0,57200.0,14138471.0,0.008726003490401396,0.0,0.006932409012131715,0.0017482517482517483,810134388300.0
005930,2025-02-25,0.006993006993006993,1,54000.0,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56378.57142857143,1450.2111035631876,-0.0017452006980802793,0.05925925925925926,6,57200.0,하락  100,56600.0,57800.0,56500.0,14625181.0,0.022968197879858657,0.01060070671378092,0.010380622837370242,0.012389380530973451,836560353200.0
005930,2025-02-26,0.03356890459363958,1,53700.0,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56564.28571428572,1291.5146937149545,-0.01048951048951049,0.054003724394785846,6,56600.0,하락  600,57000.0,57100.0,56100.0,18117091.0,0.017543859649122806,-0.007017543859649123,0.008756567425569177,0.008912655971479501,1025427350600.0
005930,2025-02-27,0.06927175843694494,1,55600.0,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,56750.0,1025.9142264341594,-0.00530035335689046,0.012589928057553957,5,56300.0,하락  300,56500.0,57100.0,56200.0,14975356.0,0.01592920353982301,-0.0035398230088495575,0.014010507880910683,0.0017793594306049821,843112542800.0
005930,2025-02-28,0.13211009174311927,1,55700.0,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,56671.42857142857,1146.066921150376,-0.03197158081705151,-0.02154398563734291,4,54500.0,"하락  1,800",55400.0,55700.0,54500.0,28036698.0,0.021660649819494584,-0.016245487364620937,0.02154398563734291,0.0,1528000041000.0
005930,2025-03-04,0.11009174311926606,1,55800.0,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,56585.71428571428,1255.1932935136454,0.0,-0.023297491039426525,3,54500.0,보합0,53900.0,55000.0,53800.0,18553933.0,0.022263450834879406,0.011131725417439703,0.00909090909090909,0.013011152416356878,1011189348500.0
005930,2025-03-05,0.10740740740740741,1,55800.0,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,56457.142857142855,1411.5413488778277,-0.009174311926605505,-0.03225806451612903,3,54000.0,하락  500,55100.0,55400.0,54000.0,16578817.0,0.025408348457350273,-0.019963702359346643,0.02527075812274368,0.0,895256118000.0
005930,2025-03-06,0.13075506445672191,1,56000.0,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,56350.0,1510.7944929738128,0.005555555555555556,-0.030357142857142857,3,54300.0,상승  300,54100.0,54500.0,54000.0,12258101.0,0.009242144177449169,0.0036968576709796672,0.003669724770642202,0.005555555555555556,665614884300.0
005930,2025-03-07,0.15083798882681565,1,56000.0,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,56185.71428571428,1657.8200586730682,-0.011049723756906077,-0.04107142857142857,3,53700.0,하락  600,53500.0,54200.0,53400.0,14274992.0,0.014953271028037384,0.003738317757009346,0.00922509225092251,0.0056179775280898875,766567070400.0
005930,2025-03-10,0.12104283054003724,1,56900.0,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,56021.42857142857,1777.7106350699532,0.0,-0.056239015817223195,2,53700.0,보합0,53500.0,54800.0,53500.0,12921670.0,0.024299065420560748,0.003738317757009346,0.020072992700729927,0.003738317757009346,693893679000.0
005930,2025-03-11,0.07835820895522388,1,58700.0,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,55785.71428571428,1862.3553224180328,-0.00186219739292365,-0.0868824531516184,1,53600.0,하락  100,52500.0,54100.0,52500.0,17740891.0,0.030476190476190476,0.02095238095238095,0.009242144177449169,0.02095238095238095,950911757600.0
005930,2025-03-12,0.07103825136612021,1,58400.0,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,55514.28571428572,1686.4405215284237,0.024253731343283583,-0.059931506849315065,2,54900.0,"상승  1,300",53800.0,55300.0,53600.0,17973221.0,0.031598513011152414,0.020446096654275093,0.007233273056057866,0.024253731343283583,986729832900.0
005930,2025-03-13,0.07495429616087751,1,58200.0,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,55250.0,1492.2418417554557,-0.0036429872495446266,-0.06013745704467354,2,54700.0,하락  200,55800.0,55900.0,54200.0,24132151.0,0.03046594982078853,-0.01971326164874552,0.02146690518783542,0.00922509225092251,1320028659700.0
005930,2025-03-14,0.05301645338208409,1,57300.0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,55000.0,1250.714081749188,0.0,-0.04537521815008726,2,54700.0,보합0,54500.0,55100.0,54400.0,10845154.0,0.012844036697247707,0.003669724770642202,0.007259528130671506,0.0055147058823529415,593229923800.0
005930,2025-03-17,-0.026041666666666668,0,57200.0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,55021.42857142857,1291.8306896076765,0.05301645338208409,0.006993006993006993,3,57600.0,"상승  2,900",55500.0,57800.0,55400.0,35559021.0,0.043243243243243246,0.03783783783783784,0.0034602076124567475,0.039711191335740074,2048199609600.0
005930,2025-03-18,-0.0763888888888889,0,56600.0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,55050.0,1343.1040806387907,0.0,0.0176678445229682,3,57600.0,보합0,58800.0,59000.0,57300.0,28138594.0,0.02891156462585034,-0.02040816326530612,0.023728813559322035,0.005235602094240838,1620783014400.0
005930,2025-03-19,-0.08547008547008547,0,56300.0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,55185.71428571428,1569.7393518202507,0.015625,0.03907637655417407,4,58500.0,상승  900,57400.0,59200.0,57400.0,29421759.0,0.0313588850174216,0.01916376306620209,0.011824324324324325,0.01916376306620209,1721172901500.0
005930,2025-03-20,-0.11960132890365449,0,54500.0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,55464.28571428572,2023.295452917324,0.02905982905982906,0.10458715596330276,5,60200.0,"상승  1,700",59200.0,60300.0,58500.0,34989004.0,0.030405405405405407,0.016891891891891893,0.001658374792703151,0.02905982905982906,2106338040800.0
005930,2025-03-21,-0.08589951377633712,0,54500.0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,55978.57142857143,2557.392246418374,0.024916943521594685,0.13211009174311927,6,61700.0,"상승  1,500",60900.0,61700.0,60400.0,40155612.0,0.021346469622331693,0.013136288998357963,0.0,0.02152317880794702,2477601260400.0
005930,2025-03-24,-0.08760330578512397,0,54000.0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,56407.142857142855,2767.790321774054,-0.019448946515397084,0.12037037037037036,6,60500.0,"하락  1,200",61200.0,61600.0,60500.0,14088094.0,0.017973856209150325,-0.011437908496732025,0.017857142857142856,0.0,852329687000.0
005930,2025-03-25,-0.06020066889632107,0,54300.0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,56821.42857142857,2810.2309441011557,-0.011570247933884297,0.10128913443830571,5,59800.0,하락  700,60900.0,61100.0,59500.0,17259455.0,0.026272577996715927,-0.0180623973727422,0.02127659574468085,0.005042016806722689,1032115409000.0
005930,2025-03-26,-0.0781758957654723,0,53700.0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,57328.57142857143,2946.772707175615,0.026755852842809364,0.14338919925512103,6,61400.0,"상승  1,600",59800.0,61400.0,59700.0,16431645.0,0.028428093645484948,0.026755852842809364,0.0,0.02847571189279732,1008903003000.0
005930,2025-03-27,-0.11488673139158576,0,53700.0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,57907.142857142855,2972.604506324447,0.006514657980456026,0.15083798882681565,7,61800.0,상승  400,60900.0,62000.0,60800.0,20389790.0,0.019704433497536946,0.014778325123152709,0.0032258064516129032,0.01644736842105263,1260089022000.0
005930,2025-03-28,-0.08471760797342193,0,53600.0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,58371.42857142857,2780.6547459773806,-0.025889967637540454,0.12313432835820895,7,60200.0,"하락  1,600",60700.0,61100.0,60000.0,16282514.0,0.018121911037891267,-0.008237232289950576,0.014729950900163666,0.0033333333333333335,980207342800.0
005930,2025-03-31,-0.04325259515570934,0,54900.0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58671.42857142857,2457.4750605996774,-0.03986710963455149,0.052823315118397086,6,57800.0,"하락  2,400",59500.0,59700.0,57800.0,17633494.0,0.031932773109243695,-0.02857142857142857,0.031825795644891124,0.0,1019215953200.0
005930,2025-04-01,-0.05782312925170068,0,54700.0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58950.0,2224.137071829368,0.01730103806228374,0.07495429616087751,7,58800.0,"상승  1,000",58700.0,59600.0,57900.0,13841706.0,0.028960817717206135,0.0017035775127768314,0.013422818791946308,0.015544041450777202,813892312800.0
005930,2025-04-02,-0.06462585034013606,0,54700.0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,59242.857142857145,1890.0923203885668,0.0,0.07495429616087751,7,58800.0,보합0,58800.0,59400.0,58300.0,14402297.0,0.01870748299319728,0.0,0.010101010101010102,0.008576329331046312,846855063600.0
005930,2025-04-03,-0.03298611111111111,0,57600.0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,59450.0,1499.4046437550758,-0.02040816326530612,0.0,6,57600.0,"하락  1,200",56900.0,57800.0,56900.0,19508076.0,0.015817223198594025,0.012302284710017574,0.0034602076124567475,0.012302284710017574,1123665177600.0
005930,2025-04-04,-0.0071301247771836,0,57600.0,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,59342.857142857145,1671.4896203747148,-0.026041666666666668,-0.026041666666666668,6,56100.0,"하락  1,500",56200.0,58200.0,55700.0,23527139.0,0.04448398576512456,-0.0017793594306049821,0.03608247422680412,0.00718132854578097,1319872497900.0
005930,2025-04-07,0.046992481203007516,1,58500.0,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,59028.57142857143,2274.526189727237,-0.05169340463458111,-0.0905982905982906,5,53200.0,"하락  2,900",53300.0,54100.0,53100.0,31998883.0,0.01876172607879925,-0.001876172607879925,0.0166358595194085,0.0018832391713747645,1702340575600.0
005930,2025-04-08,0.04299065420560748,1,60200.0,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,58671.42857142857,2684.9923041732145,0.005639097744360902,-0.11129568106312292,5,53500.0,상승  300,55000.0,55300.0,53300.0,25532845.0,0.03636363636363636,-0.02727272727272727,0.0325497287522604,0.00375234521575985,1366007207500.0
005930,2025-04-09,0.052830188679245285,1,61700.0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,58157.142857142855,3012.5248749925668,-0.009345794392523364,-0.14100486223662884,4,53000.0,하락  500,53300.0,54300.0,52900.0,20576960.0,0.02626641651031895,-0.005628517823639775,0.02394106813996317,0.001890359168241966,1090578880000.0
005930,2025-04-10,-0.015957446808510637,0,60500.0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,57778.57142857143,2873.32027239483,0.06415094339622641,-0.06776859504132231,5,56400.0,"상승  3,400",56600.0,56700.0,55000.0,22948172.0,0.030035335689045935,-0.0035335689045936395,0.005291005291005291,0.025454545454545455,1294276900800.0
005930,2025-04-11,-0.016304347826086956,0,59800.0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,57400.0,2838.762305754293,-0.02127659574468085,-0.07692307692307693,5,55200.0,"하락  1,200",55600.0,55700.0,54800.0,13930480.0,0.01618705035971223,-0.007194244604316547,0.008976660682226212,0.0072992700729927005,768962496000.0
005930,2025-04-14,-0.028469750889679714,0,61400.0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,57142.857142857145,2771.980799179606,0.018115942028985508,-0.08469055374592833,5,56200.0,"상승  1,000",56300.0,56700.0,55800.0,12852613.0,0.015985790408525755,-0.0017761989342806395,0.008818342151675485,0.007168458781362007,722316850600.0
005930,2025-04-15,-0.0353356890459364,0,61800.0,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,56800.0,2508.556784858007,0.0071174377224199285,-0.08414239482200647,5,56600.0,상승  400,56300.0,57100.0,56200.0,8998640.0,0.015985790408525755,0.0053285968028419185,0.008756567425569177,0.0071174377224199285,509323024000.0
005930,2025-04-16,0.0018281535648994515,1,60200.0,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,56292.857142857145,2136.5741221852886,-0.03356890459363958,-0.09136212624584718,5,54700.0,"하락  1,900",56000.0,56200.0,54500.0,14437025.0,0.030357142857142857,-0.023214285714285715,0.026690391459074734,0.003669724770642202,789705267500.0
005930,2025-04-17,0.045372050816696916,1,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55928.57142857143,1855.658747656773,0.007312614259597806,-0.04671280276816609,6,55100.0,상승  400,54700.0,55300.0,54500.0,10867069.0,0.014625228519195612,0.007312614259597806,0.003616636528028933,0.011009174311926606,598775501900.0
005930,2025-04-18,0.028933092224231464,1,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55750.0,1785.9571263451028,0.003629764065335753,-0.05952380952380952,6,55300.0,상승  200,55300.0,55600.0,54900.0,5848342.0,0.012658227848101266,0.0,0.00539568345323741,0.007285974499089253,323413312600.0
005930,2025-04-21,0.036101083032490974,1,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55400.0,55507.142857142855,1573.197056821502,0.0018083182640144665,-0.05782312925170068,7,55400.0,상승  100,55200.0,56000.0,55100.0,5941847.0,0.016304347826086956,0.0036231884057971015,0.010714285714285714,0.0054446460980036296,329178323800.0
005930,2025-04-22,0.04181818181818182,1,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55400.0,55000.0,55235.71428571428,1282.6352019278474,-0.007220216606498195,-0.04513888888888889,7,55000.0,하락  400,54900.0,55500.0,54700.0,9532469.0,0.014571948998178506,0.0018214936247723133,0.009009009009009009,0.005484460694698354,524285795000.0
005930,2025-04-23,0.019748653500897665,1,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55400.0,55000.0,55700.0,55100.0,1114.83502943581,0.012727272727272728,-0.0071301247771836,8,55700.0,상승  700,56000.0,56100.0,55500.0,11148692.0,0.010714285714285714,-0.005357142857142857,0.0071301247771836,0.0036036036036036037,620982144400.0
005930,2025-04-24,0.0017953321364452424,1,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55400.0,55000.0,55700.0,55700.0,55071.42857142857,1093.76712814577,0.0,0.046992481203007516,8,55700.0,보합0,55600.0,55800.0,55200.0,10580377.0,0.01079136690647482,0.0017985611510791368,0.0017921146953405018,0.009057971014492754,589326998900.0
005930,2025-04-25,0.003590664272890485,1,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55400.0,55000.0,55700.0,55700.0,55700.0,55250.0,970.8243919473799,0.0,0.041121495327102804,7,55700.0,보합0,56400.0,56400.0,55600.0,12183303.0,0.014184397163120567,-0.012411347517730497,0.012411347517730497,0.0017985611510791368,678609977100.0
005930,2025-04-28,-0.0017921146953405018,0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55400.0,55000.0,55700.0,55700.0,55700.0,55800.0,55414.28571428572,847.5655413823615,0.0017953321364452424,0.052830188679245285,8,55800.0,상승  100,55800.0,55900.0,55500.0,9341518.0,0.007168458781362007,0.0,0.0017889087656529517,0.005405405405405406,521256704400.0
000660,2025-01-22,-0.0598669623059867,0,181900.0,199800.0,195000.0,194700.0,205000.0,203500.0,194300.0,195000.0,198200.0,210000.0,214500.0,212000.0,218000.0,225500.0,203385.7142857143,11169.912209838993,0.034403669724770644,0.23969213853765806,8,225500.0,"상승  7,500",221500.0,227000.0,217000.0,5901740.0,0.045146726862302484,0.01805869074492099,0.006607929515418502,0.03917050691244239,1330842370000.0
000660,2025-01-23,-0.04328018223234624,0,199800.0,195000.0,194700.0,205000.0,203500.0,194300.0,195000.0,198200.0,210000.0,214500.0,212000.0,218000.0,225500.0,219500.0,206071.42857142858,10155.18365673614,-0.026607538802660754,0.0985985985985986,7,219500.0,"하락  6,000",221000.0,225500.0,215000.0,5994781.0,0.04751131221719457,-0.006787330316742082,0.026607538802660754,0.020930232558139535,1315854429500.0
000660,2025-01-24,-0.011312217194570135,0,195000.0,194700.0,205000.0,203500.0,194300.0,195000.0,198200.0,210000.0,214500.0,212000.0,218000.0,225500.0,219500.0,221000.0,207585.7142857143,10674.459313363515,0.00683371298405467,0.13333333333333333,8,221000.0,"상승  1,500",220500.0,227000.0,217500.0,3771572.0,0.04308390022675737,0.0022675736961451248,0.02643171806167401,0.016091954022988506,833517412000.0
