종목코드,종목명,날짜,종가,RSI_14,ATR_14,MA_20,EMA_20,BB_UPPER,BB_LOWER,VOL_MA_5,진단
096770,SK이노베이션,2025-07-03,118900.0,72.87,5953.57,101945.0,104572.84,123516.96,80373.04,1414654,RSI(72.9)는 과열 구간입니다. 현재 추세는 상승 중입니다. 최근 변동성이 확대되고 있습니다. 단기 리스크 유의.
