종목코드,날짜,future_return_3d,target,close_1,close_2,close_3,close_4,close_5,close_6,close_7,mean_close,std_close,return_1d,return_3d,num_up_days,종가,전일비,시가,고가,저가,거래량,range_pct,close_vs_open,tail_up,tail_down,volume_price
005930,2025-04-08,0.03177570093457944,1,57800.0,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,56542.857142857145,2188.187209839716,0.005639097744360902,-0.07118055555555555,2,53500.0,상승  300,55000.0,55300.0,53300.0,25532845.0,0.03636363636363636,-0.02727272727272727,0.0325497287522604,0.00375234521575985,1366007207500.0
005930,2025-04-09,0.06037735849056604,1,58800.0,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,55857.142857142855,2425.964987886053,-0.009345794392523364,-0.05525846702317291,1,53000.0,하락  500,53300.0,54300.0,52900.0,20576960.0,0.02626641651031895,-0.005628517823639775,0.02394106813996317,0.001890359168241966,1090578880000.0
005930,2025-04-10,0.0035460992907801418,1,58800.0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55514.28571428572,2138.376267457271,0.06415094339622641,0.06015037593984962,2,56400.0,"상승  3,400",56600.0,56700.0,55000.0,22948172.0,0.030035335689045935,-0.0035335689045936395,0.005291005291005291,0.025454545454545455,1294276900800.0
005930,2025-04-11,-0.009057971014492754,0,57600.0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,55000.0,1667.3332000533067,-0.02127659574468085,0.03177570093457944,2,55200.0,"하락  1,200",55600.0,55700.0,54800.0,13930480.0,0.01618705035971223,-0.007194244604316547,0.008976660682226212,0.0072992700729927005,768962496000.0
005930,2025-04-14,-0.019572953736654804,0,56100.0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,54800.0,1407.1247279470288,0.018115942028985508,0.06037735849056604,3,56200.0,"상승  1,000",56300.0,56700.0,55800.0,12852613.0,0.015985790408525755,-0.0017761989342806395,0.008818342151675485,0.007168458781362007,722316850600.0
005930,2025-04-15,-0.022968197879858657,0,53200.0,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54871.42857142857,1482.0008537825627,0.0071174377224199285,0.0035460992907801418,4,56600.0,상승  400,56300.0,57100.0,56200.0,8998640.0,0.015985790408525755,0.0053285968028419185,0.008756567425569177,0.0071174377224199285,509323024000.0
005930,2025-04-16,0.012797074954296161,1,53500.0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55085.71428571428,1324.9566800773648,-0.03356890459363958,-0.009057971014492754,3,54700.0,"하락  1,900",56000.0,56200.0,54500.0,14437025.0,0.030357142857142857,-0.023214285714285715,0.026690391459074734,0.003669724770642202,789705267500.0
005930,2025-04-17,-0.0018148820326678765,0,53000.0,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55314.28571428572,1159.3453465870562,0.007312614259597806,-0.019572953736654804,4,55100.0,상승  400,54700.0,55300.0,54500.0,10867069.0,0.014625228519195612,0.007312614259597806,0.003616636528028933,0.011009174311926606,598775501900.0
005930,2025-04-18,0.007233273056057866,1,56400.0,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55642.857142857145,686.3092656836751,0.003629764065335753,-0.022968197879858657,4,55300.0,상승  200,55300.0,55600.0,54900.0,5848342.0,0.012658227848101266,0.0,0.00539568345323741,0.007285974499089253,323413312600.0
005930,2025-04-21,0.005415162454873646,1,55200.0,56200.0,56600.0,54700.0,55100.0,55300.0,55400.0,55500.0,614.1195788629908,0.0018083182640144665,0.012797074954296161,5,55400.0,상승  100,55200.0,56000.0,55100.0,5941847.0,0.016304347826086956,0.0036231884057971015,0.010714285714285714,0.0054446460980036296,329178323800.0
005930,2025-04-22,0.012727272727272728,1,56200.0,56600.0,54700.0,55100.0,55300.0,55400.0,55000.0,55471.42857142857,631.8098396427423,-0.007220216606498195,-0.0018148820326678765,4,55000.0,하락  400,54900.0,55500.0,54700.0,9532469.0,0.014571948998178506,0.0018214936247723133,0.009009009009009009,0.005484460694698354,524285795000.0
005930,2025-04-23,0.0017953321364452424,1,56600.0,54700.0,55100.0,55300.0,55400.0,55000.0,55700.0,55400.0,570.7138387268051,0.012727272727272728,0.007233273056057866,4,55700.0,상승  700,56000.0,56100.0,55500.0,11148692.0,0.010714285714285714,-0.005357142857142857,0.0071301247771836,0.0036036036036036037,620982144400.0
005930,2025-04-24,0.0017953321364452424,1,54700.0,55100.0,55300.0,55400.0,55000.0,55700.0,55700.0,55271.42857142857,341.06675389466636,0.0,0.005415162454873646,4,55700.0,보합0,55600.0,55800.0,55200.0,10580377.0,0.01079136690647482,0.0017985611510791368,0.0017921146953405018,0.009057971014492754,589326998900.0
005930,2025-04-25,-0.003590664272890485,0,55100.0,55300.0,55400.0,55000.0,55700.0,55700.0,55700.0,55414.28571428572,274.7912008810192,0.0,0.012727272727272728,3,55700.0,보합0,56400.0,56400.0,55600.0,12183303.0,0.014184397163120567,-0.012411347517730497,0.012411347517730497,0.0017985611510791368,678609977100.0
005930,2025-04-28,-0.026881720430107527,0,55300.0,55400.0,55000.0,55700.0,55700.0,55700.0,55800.0,55514.28571428572,269.5423180587601,0.0017953321364452424,0.0017953321364452424,3,55800.0,상승  100,55800.0,55900.0,55500.0,9341518.0,0.007168458781362007,0.0,0.0017889087656529517,0.005405405405405406,521256704400.0
005930,2025-04-29,-0.021505376344086023,0,55400.0,55000.0,55700.0,55700.0,55700.0,55800.0,55800.0,55585.71428571428,269.5423180587601,0.0,0.0017953321364452424,2,55800.0,보합0,55700.0,56500.0,55600.0,10295518.0,0.01615798922800718,0.0017953321364452424,0.012389380530973451,0.0035971223021582736,574489904400.0
005930,2025-04-30,-0.016216216216216217,0,55000.0,55700.0,55700.0,55700.0,55800.0,55800.0,55500.0,55600.0,261.86146828319085,-0.005376344086021506,-0.003590664272890485,2,55500.0,하락  300,55900.0,56000.0,55300.0,13014189.0,0.012522361359570662,-0.007155635062611807,0.008928571428571428,0.003616636528028933,722287489500.0
005930,2025-05-02,0.009208103130755065,1,55700.0,55700.0,55700.0,55800.0,55800.0,55500.0,54300.0,55500.0,498.5693819032899,-0.021621621621621623,-0.026881720430107527,1,54300.0,"하락  1,200",55000.0,55500.0,54200.0,22454204.0,0.023636363636363636,-0.012727272727272728,0.021621621621621623,0.0018450184501845018,1219263277200.0
005930,2025-05-07,0.054945054945054944,1,55700.0,55700.0,55800.0,55800.0,55500.0,54300.0,54600.0,55342.857142857145,577.8213833187624,0.0055248618784530384,-0.021505376344086023,2,54600.0,상승  300,54500.0,55000.0,54300.0,17136991.0,0.012844036697247707,0.001834862385321101,0.007272727272727273,0.0055248618784530384,935679708600.0
005930,2025-05-08,0.04212454212454213,1,55700.0,55800.0,55800.0,55500.0,54300.0,54600.0,54600.0,55185.71428571428,608.1084758226503,0.0,-0.016216216216216217,2,54600.0,보합0,55100.0,55500.0,54500.0,16320532.0,0.018148820326678767,-0.009074410163339383,0.016216216216216217,0.001834862385321101,891101047200.0
005930,2025-05-09,0.04744525547445255,1,55800.0,55800.0,55500.0,54300.0,54600.0,54600.0,54800.0,55057.142857142855,580.2884574739971,0.003663003663003663,0.009208103130755065,2,54800.0,상승  200,54700.0,55000.0,54400.0,7814322.0,0.010968921389396709,0.0018281535648994515,0.0036363636363636364,0.007352941176470588,428224845600.0
005930,2025-05-12,-0.005208333333333333,0,55800.0,55500.0,54300.0,54600.0,54600.0,54800.0,57600.0,55314.28571428572,1056.1771651014012,0.051094890510948905,0.054945054945054944,3,57600.0,"상승  2,800",55200.0,57600.0,55000.0,15414702.0,0.04710144927536232,0.043478260869565216,0.0,0.04727272727272727,887886835200.0
005930,2025-05-13,-0.0017574692442882249,0,55500.0,54300.0,54600.0,54600.0,54800.0,57600.0,56900.0,55471.42857142857,1190.0951771233445,-0.012152777777777778,0.04212454212454213,3,56900.0,하락  700,57700.0,58200.0,56800.0,16842801.0,0.024263431542461005,-0.01386481802426343,0.022336769759450172,0.0017605633802816902,958355376900.0
005930,2025-05-14,-0.027874564459930314,0,54300.0,54600.0,54600.0,54800.0,57600.0,56900.0,57400.0,55742.857142857145,1368.896471987713,0.008787346221441126,0.04744525547445255,4,57400.0,상승  500,57500.0,57900.0,57000.0,12468089.0,0.01565217391304348,-0.0017391304347826088,0.008635578583765112,0.007017543859649123,715668308600.0
005930,2025-05-15,-0.02443280977312391,0,54600.0,54600.0,54800.0,57600.0,56900.0,57400.0,57300.0,56171.42857142857,1318.781131753631,-0.0017421602787456446,-0.005208333333333333,3,57300.0,하락  100,57400.0,58600.0,57100.0,13139736.0,0.02613240418118467,-0.0017421602787456446,0.02218430034129693,0.0035026269702276708,752906872800.0
005930,2025-05-16,-0.01936619718309859,0,54600.0,54800.0,57600.0,56900.0,57400.0,57300.0,56800.0,56485.71428571428,1159.3453465870562,-0.008726003490401396,-0.0017574692442882249,3,56800.0,하락  500,57400.0,57500.0,56700.0,10385352.0,0.013937282229965157,-0.010452961672473868,0.01217391304347826,0.001763668430335097,589887993600.0
005930,2025-05-19,-0.01971326164874552,0,54800.0,57600.0,56900.0,57400.0,57300.0,56800.0,55800.0,56657.142857142855,934.8141799418793,-0.017605633802816902,-0.027874564459930314,2,55800.0,"하락  1,000",56400.0,56400.0,55500.0,9802105.0,0.015957446808510637,-0.010638297872340425,0.010638297872340425,0.005405405405405406,546957459000.0
005930,2025-05-20,-0.03041144901610018,0,57600.0,56900.0,57400.0,57300.0,56800.0,55800.0,55900.0,56814.28571428572,662.0931557860838,0.0017921146953405018,-0.02443280977312391,2,55900.0,상승  100,56200.0,56700.0,55700.0,9080577.0,0.017793594306049824,-0.005338078291814947,0.014109347442680775,0.003590664272890485,507604254300.0
005930,2025-05-21,-0.017953321364452424,0,56900.0,57400.0,57300.0,56800.0,55800.0,55900.0,55700.0,56542.857142857145,673.7043498600912,-0.0035778175313059034,-0.01936619718309859,2,55700.0,하락  200,56200.0,56600.0,55700.0,7794181.0,0.01601423487544484,-0.008896797153024912,0.015901060070671377,0.0,434135881700.0
