날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2022-12-06,005930,59200.0,"하락  1,100",59800.0,60100.0,59200.0,13888300.0
2022-12-06,000660,81000.0,보합0,79900.0,81100.0,79800.0,2781352.0
2022-12-06,207940,838000.0,"상승  5,000",825000.0,850000.0,825000.0,50341.0
2022-12-06,373220,559000.0,"하락  3,000",555000.0,568000.0,553000.0,249853.0
2022-12-06,035420,185500.0,"하락  6,000",189500.0,190000.0,185000.0,877534.0
2022-12-06,034020,15900.0,하락  250,16200.0,16250.0,15850.0,2622275.0
2022-12-06,105560,52100.0,하락  400,52000.0,52700.0,51600.0,896428.0
2022-12-06,012450,68100.0,하락  500,67600.0,69100.0,67500.0,540990.0
2022-12-06,005380,164500.0,"하락  1,000",164000.0,165000.0,162500.0,434862.0
2022-12-06,329180,119000.0,"상승  4,500",115000.0,121500.0,114000.0,361225.0
2022-12-06,005935,54000.0,하락  600,53900.0,54400.0,53700.0,540105.0
2022-12-06,000270,65100.0,하락  500,65200.0,65600.0,65000.0,825203.0
2022-12-06,068270,172000.0,"하락  1,500",173000.0,175000.0,172000.0,227652.0
2022-12-06,035720,56000.0,"하락  2,000",57300.0,57900.0,56000.0,1380887.0
2022-12-06,055550,37900.0,하락  300,38100.0,38500.0,37850.0,1030282.0
2022-12-06,009540,74500.0,상승  700,73400.0,75600.0,73400.0,144376.0
2022-12-06,028260,116000.0,하락  500,115500.0,117000.0,115500.0,211022.0
2022-12-06,042660,18450.0,하락  150,18350.0,18800.0,18350.0,142816.0
2022-12-06,012330,206000.0,"하락  3,000",207500.0,208000.0,205000.0,159198.0
2022-12-06,032830,67800.0,하락  800,68000.0,68800.0,67400.0,145375.0
2022-12-06,402340,35650.0,하락  650,35950.0,36250.0,35650.0,402108.0
2022-12-06,086790,45350.0,하락  250,45500.0,46000.0,45150.0,846375.0
2022-12-06,011200,21100.0,하락  700,21750.0,21800.0,21000.0,1272076.0
2022-12-06,015760,19650.0,하락  200,19700.0,19900.0,19600.0,689243.0
2022-12-06,064350,29200.0,하락  400,29200.0,29700.0,28800.0,2342991.0
2022-12-06,005490,286500.0,"하락  7,000",289000.0,292000.0,283000.0,505646.0
2022-12-06,138040,39350.0,상승  400,38550.0,39900.0,38550.0,582962.0
2022-12-06,000810,198000.0,"상승  1,000",197500.0,199000.0,195500.0,96737.0
2022-12-06,323410,27650.0,상승  250,26950.0,28100.0,26600.0,4010849.0
2022-12-06,267260,37650.0,하락  300,37600.0,38300.0,36450.0,304341.0
2022-12-06,259960,180000.0,"하락  4,500",184000.0,187000.0,178500.0,375157.0
2022-12-06,010130,599000.0,"하락  4,000",590000.0,606000.0,587000.0,50897.0
2022-12-06,316140,12750.0,하락  50,12700.0,12900.0,12650.0,1636968.0
2022-12-06,096770,170500.0,"하락  1,000",169000.0,171500.0,167000.0,278358.0
2022-12-06,033780,97700.0,상승  200,97000.0,98500.0,97000.0,329024.0
2022-12-06,010140,5130.0,상승  10,5080.0,5170.0,5080.0,2287143.0
2022-12-06,018260,123000.0,"하락  1,000",123500.0,124000.0,122500.0,50322.0
2022-12-06,051910,686000.0,"하락  10,000",687000.0,697000.0,679000.0,148248.0
2022-12-06,034730,209500.0,"하락  1,500",210000.0,212500.0,207500.0,119848.0
2022-12-06,024110,11100.0,하락  150,11150.0,11250.0,11050.0,576728.0
2022-12-06,006400,706000.0,"상승  9,000",685000.0,711000.0,681000.0,212031.0
2022-12-06,003550,79800.0,"하락  1,000",79800.0,81200.0,79700.0,255791.0
2022-12-06,030200,37300.0,하락  250,37350.0,37650.0,37300.0,677018.0
2022-12-06,352820,145000.0,"하락  7,000",150500.0,150500.0,145000.0,166530.0
2022-12-06,006800,6380.0,하락  130,6480.0,6500.0,6380.0,628016.0
2022-12-06,066570,97200.0,상승  400,95900.0,100500.0,95500.0,1145457.0
2022-12-06,377300,63600.0,하락  200,62700.0,64800.0,61700.0,2250394.0
2022-12-06,017670,50400.0,보합0,50500.0,51200.0,50300.0,596249.0
2022-12-06,079550,90300.0,하락  100,90400.0,90800.0,88500.0,125685.0
2022-12-06,272210,10900.0,하락  300,11050.0,11100.0,10900.0,424038.0
