날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2025-06-27,005930,60800.0,상승  600,60100.0,61600.0,60000.0,17235470.0
2025-06-27,000660,284000.0,"하락  9,000",288000.0,294500.0,281000.0,4993896.0
2025-06-27,207940,996000.0,"하락  3,000",1004000.0,1005000.0,993000.0,38057.0
2025-06-27,373220,288000.0,"하락  9,000",297500.0,297500.0,287000.0,219699.0
2025-06-27,035420,257500.0,"하락  3,500",263500.0,265000.0,252000.0,2316733.0
2025-06-27,034020,65800.0,"상승  1,100",64300.0,66500.0,63800.0,7601019.0
2025-06-27,105560,110600.0,상승  700,110000.0,112300.0,109500.0,857938.0
2025-06-27,012450,890000.0,"상승  12,000",898000.0,926000.0,878000.0,334673.0
2025-06-27,005380,205000.0,"하락  4,500",211000.0,211000.0,203000.0,764378.0
2025-06-27,329180,422000.0,"하락  1,500",429500.0,437000.0,420500.0,183253.0
2025-06-27,005935,50600.0,상승  200,50200.0,51100.0,49900.0,1489861.0
2025-06-27,000270,97700.0,"하락  1,400",99700.0,99700.0,97400.0,574885.0
2025-06-27,068270,159900.0,하락  300,160400.0,160500.0,158800.0,298661.0
2025-06-27,035720,60900.0,"하락  2,200",63000.0,63500.0,58900.0,7751588.0
2025-06-27,055550,60500.0,상승  800,59800.0,61900.0,59700.0,1615436.0
2025-06-27,009540,364000.0,"상승  1,500",365500.0,373000.0,361000.0,198330.0
2025-06-27,028260,158800.0,"하락  1,800",161900.0,164300.0,158300.0,339200.0
2025-06-27,042660,79400.0,하락  900,82000.0,82400.0,79000.0,1769254.0
2025-06-27,012330,289500.0,"하락  5,000",292000.0,292000.0,285500.0,138407.0
2025-06-27,032830,126300.0,상승  800,126400.0,130000.0,125100.0,438651.0
2025-06-27,402340,176300.0,"하락  11,100",186700.0,188000.0,173200.0,945652.0
2025-06-27,086790,84200.0,상승  700,83600.0,85800.0,83500.0,837186.0
2025-06-27,011200,22400.0,하락  700,23100.0,23150.0,22250.0,1562326.0
2025-06-27,015760,39250.0,"하락  1,350",39800.0,40000.0,38600.0,8019427.0
2025-06-27,064350,201000.0,"상승  4,300",201000.0,209500.0,197200.0,1203275.0
2025-06-27,005490,260000.0,"하락  7,500",268000.0,269000.0,258500.0,264091.0
2025-06-27,138040,112200.0,"하락  1,700",114000.0,114000.0,111700.0,236582.0
2025-06-27,000810,435000.0,"하락  6,500",439000.0,439000.0,431000.0,65113.0
2025-06-27,323410,31450.0,상승  100,30100.0,31450.0,30100.0,1946396.0
2025-06-27,267260,487500.0,"상승  3,500",484000.0,498500.0,480500.0,216245.0
2025-06-27,259960,357500.0,"하락  1,000",359000.0,359500.0,353500.0,77468.0
2025-06-27,010130,844000.0,"상승  51,000",798000.0,909000.0,790000.0,81564.0
2025-06-27,316140,22500.0,하락  50,22600.0,22850.0,22300.0,2278918.0
2025-06-27,096770,97800.0,"하락  2,500",99900.0,100100.0,97700.0,239336.0
2025-06-27,033780,123300.0,"하락  1,500",124800.0,125300.0,122500.0,338115.0
2025-06-27,010140,16160.0,하락  160,16460.0,16640.0,16100.0,3841073.0
2025-06-27,018260,173300.0,"하락  1,600",176500.0,178800.0,172400.0,267429.0
2025-06-27,051910,209000.0,"하락  7,000",217000.0,218000.0,208000.0,227948.0
2025-06-27,034730,197600.0,"하락  5,900",205000.0,207000.0,196900.0,248595.0
2025-06-27,024110,18300.0,하락  220,18600.0,18740.0,18260.0,942054.0
2025-06-27,006400,169700.0,"하락  4,900",175300.0,175300.0,169600.0,478562.0
2025-06-27,003550,79700.0,"하락  1,700",80500.0,81600.0,79300.0,246687.0
2025-06-27,030200,54400.0,"상승  2,000",52400.0,55500.0,52200.0,771081.0
2025-06-27,352820,305500.0,하락  500,306000.0,306500.0,297500.0,172862.0
2025-06-27,006800,21350.0,하락  500,21900.0,21950.0,21050.0,4032115.0
2025-06-27,066570,74100.0,하락  600,74800.0,75200.0,73700.0,434975.0
2025-06-27,377300,84200.0,"하락  9,600",86700.0,88800.0,78200.0,7694326.0
2025-06-27,017670,56200.0,하락  500,56600.0,56700.0,55900.0,639168.0
2025-06-27,079550,543000.0,"상승  19,000",534000.0,555000.0,530000.0,186495.0
2025-06-27,272210,59300.0,상승  600,60200.0,60900.0,58100.0,1599649.0
