날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2023-03-10,005930,59500.0,하락  600,59500.0,59700.0,59100.0,11902471.0
2023-03-10,000660,83300.0,"하락  2,300",83800.0,84400.0,83100.0,3559824.0
2023-03-10,207940,776000.0,"상승  5,000",769000.0,778000.0,760000.0,63825.0
2023-03-10,373220,551000.0,"상승  2,000",537000.0,553000.0,534000.0,270554.0
2023-03-10,035420,199800.0,"하락  2,200",198000.0,201000.0,197800.0,854741.0
2023-03-10,034020,17890.0,하락  250,18030.0,18370.0,17690.0,10207127.0
2023-03-10,105560,49700.0,"하락  1,000",49900.0,50200.0,49350.0,1165480.0
2023-03-10,012450,95600.0,"하락  1,600",96400.0,97800.0,94700.0,443432.0
2023-03-10,005380,175000.0,"하락  1,300",174700.0,176700.0,174600.0,443221.0
2023-03-10,329180,94900.0,"하락  1,600",95200.0,95800.0,94200.0,261082.0
2023-03-10,005935,53200.0,하락  300,52800.0,53300.0,52500.0,792588.0
2023-03-10,000270,78000.0,하락  100,77300.0,78500.0,77300.0,851372.0
2023-03-10,068270,154700.0,"하락  2,500",155000.0,156500.0,153200.0,459565.0
2023-03-10,035720,58100.0,하락  900,57900.0,58400.0,57500.0,2009728.0
2023-03-10,055550,35800.0,하락  600,36000.0,36050.0,35400.0,1933663.0
2023-03-10,009540,74800.0,"하락  2,000",76000.0,76200.0,74400.0,250497.0
2023-03-10,028260,109300.0,하락  700,109100.0,109800.0,108200.0,192074.0
2023-03-10,042660,22350.0,상승  100,21950.0,22700.0,21750.0,413958.0
2023-03-10,012330,216500.0,"하락  3,500",217000.0,218500.0,215000.0,140681.0
2023-03-10,032830,66600.0,보합0,66600.0,67300.0,66200.0,251869.0
2023-03-10,402340,38400.0,"하락  1,500",39500.0,39600.0,38400.0,338899.0
2023-03-10,086790,42250.0,하락  550,42200.0,42800.0,41750.0,1491859.0
2023-03-10,011200,20650.0,상승  50,20250.0,20650.0,20150.0,1105664.0
2023-03-10,015760,17630.0,상승  40,17510.0,17680.0,17360.0,924406.0
2023-03-10,064350,24600.0,하락  800,25000.0,25100.0,24450.0,1391139.0
2023-03-10,005490,320500.0,"하락  2,000",316000.0,324500.0,314500.0,386284.0
2023-03-10,138040,43500.0,상승  350,42400.0,43700.0,41350.0,688130.0
2023-03-10,000810,214000.0,"상승  1,000",212500.0,216000.0,211500.0,83293.0
2023-03-10,323410,23950.0,하락  750,24050.0,24200.0,23500.0,2601759.0
2023-03-10,267260,40350.0,"하락  1,000",40650.0,42050.0,40300.0,152839.0
2023-03-10,259960,161900.0,"하락  4,100",163500.0,164300.0,161200.0,147468.0
2023-03-10,010130,532000.0,"하락  12,000",535000.0,540000.0,527000.0,70330.0
2023-03-10,316140,11300.0,하락  280,11400.0,11420.0,11260.0,2961524.0
2023-03-10,096770,173500.0,"상승  8,600",163300.0,174400.0,162000.0,1198270.0
2023-03-10,033780,85100.0,하락  800,85500.0,86000.0,85000.0,334180.0
2023-03-10,010140,5040.0,하락  70,5080.0,5100.0,5020.0,4183314.0
2023-03-10,018260,119800.0,"하락  1,100",120100.0,120500.0,119000.0,74617.0
2023-03-10,051910,707000.0,"하락  3,000",694000.0,710000.0,690000.0,195645.0
2023-03-10,034730,172300.0,"하락  2,000",173000.0,173000.0,170800.0,219685.0
2023-03-10,024110,9870.0,하락  130,9940.0,9950.0,9800.0,1283101.0
2023-03-10,006400,737000.0,"상승  5,000",722000.0,741000.0,721000.0,233482.0
2023-03-10,003550,85900.0,"상승  5,300",80000.0,89000.0,79500.0,1407001.0
2023-03-10,030200,30050.0,하락  600,30300.0,30550.0,29850.0,1159190.0
2023-03-10,352820,183700.0,"상승  7,200",174100.0,189800.0,173900.0,505221.0
2023-03-10,006800,6720.0,하락  120,6790.0,6790.0,6620.0,886784.0
2023-03-10,066570,115700.0,"하락  1,300",115400.0,118300.0,114600.0,858971.0
2023-03-10,377300,59200.0,"하락  1,400",59200.0,59700.0,58200.0,316399.0
2023-03-10,017670,46600.0,하락  900,46900.0,47150.0,46400.0,487796.0
2023-03-10,079550,70200.0,"하락  2,500",71900.0,72200.0,70000.0,227596.0
2023-03-10,272210,12140.0,하락  270,12300.0,12350.0,12100.0,487844.0
