날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2024-03-18,005930,72800.0,상승  500,72600.0,73000.0,72500.0,11520348.0
2024-03-18,000660,164300.0,"상승  3,100",161200.0,164500.0,161000.0,2696598.0
2024-03-18,207940,859000.0,"상승  33,000",834000.0,880000.0,826000.0,173754.0
2024-03-18,373220,407500.0,"상승  9,000",402000.0,408500.0,401000.0,134399.0
2024-03-18,035420,184100.0,"하락  2,000",186200.0,186500.0,183200.0,1054143.0
2024-03-18,034020,17860.0,하락  120,18150.0,18180.0,17810.0,3999193.0
2024-03-18,105560,74400.0,"하락  1,800",74400.0,75100.0,71500.0,2045651.0
2024-03-18,012450,183200.0,"상승  3,100",181900.0,184800.0,180600.0,511934.0
2024-03-18,005380,242500.0,"하락  1,000",244000.0,247500.0,241000.0,723835.0
2024-03-18,329180,123100.0,"상승  6,000",120000.0,125300.0,119500.0,361761.0
2024-03-18,005935,62400.0,상승  400,62100.0,62600.0,62100.0,821960.0
2024-03-18,000270,128000.0,"상승  3,000",126200.0,128200.0,124700.0,1548673.0
2024-03-18,068270,182500.0,"상승  1,700",180900.0,184400.0,180300.0,534945.0
2024-03-18,035720,53000.0,"하락  1,100",54200.0,54300.0,52700.0,1168724.0
2024-03-18,055550,48950.0,하락  650,49550.0,49700.0,47350.0,2344805.0
2024-03-18,009540,125400.0,"상승  1,600",125600.0,127300.0,120600.0,426019.0
2024-03-18,028260,152200.0,"하락  1,900",152600.0,154100.0,150300.0,749542.0
2024-03-18,042660,29100.0,"상승  2,100",28050.0,29200.0,27200.0,4098347.0
2024-03-18,012330,268000.0,"하락  1,000",269500.0,270000.0,265500.0,202563.0
2024-03-18,032830,97200.0,"하락  1,900",99100.0,99100.0,93300.0,533608.0
2024-03-18,402340,69000.0,상승  400,69000.0,69900.0,68300.0,264489.0
2024-03-18,086790,62000.0,하락  100,61900.0,62500.0,60000.0,1848074.0
2024-03-18,011200,16050.0,상승  90,16110.0,16400.0,16000.0,1740214.0
2024-03-18,015760,24300.0,하락  550,24850.0,24900.0,24100.0,2335423.0
2024-03-18,064350,31250.0,상승  850,30750.0,31450.0,30700.0,1375086.0
2024-03-18,005490,439500.0,"상승  4,500",436500.0,439500.0,432000.0,423126.0
2024-03-18,138040,82400.0,하락  800,84000.0,84900.0,81000.0,487807.0
2024-03-18,000810,314000.0,"상승  4,500",312500.0,314000.0,301500.0,107606.0
2024-03-18,323410,27950.0,하락  450,28500.0,28550.0,27750.0,802723.0
2024-03-18,267260,154600.0,"상승  6,600",149400.0,157500.0,149100.0,441460.0
2024-03-18,259960,238000.0,"상승  7,500",233000.0,240000.0,230500.0,95801.0
2024-03-18,010130,452500.0,"상승  2,000",454000.0,457000.0,450500.0,28837.0
2024-03-18,316140,14910.0,하락  320,15170.0,15170.0,14510.0,3495088.0
2024-03-18,096770,125600.0,"상승  5,600",121100.0,128300.0,120000.0,773227.0
2024-03-18,033780,92700.0,상승  100,93500.0,94300.0,92400.0,116366.0
2024-03-18,010140,9000.0,상승  150,9040.0,9090.0,8850.0,13726975.0
2024-03-18,018260,157000.0,하락  700,158400.0,158400.0,155900.0,75291.0
2024-03-18,051910,440000.0,"상승  9,000",434000.0,443000.0,431500.0,237874.0
2024-03-18,034730,184200.0,"하락  3,100",189300.0,189300.0,183700.0,102543.0
2024-03-18,024110,15050.0,하락  200,15270.0,15430.0,14830.0,1884803.0
2024-03-18,006400,444000.0,"상승  19,000",425000.0,448000.0,424500.0,569305.0
2024-03-18,003550,89600.0,"하락  5,300",93100.0,94700.0,88600.0,652430.0
2024-03-18,030200,38000.0,하락  250,38650.0,38700.0,37900.0,300766.0
2024-03-18,352820,197400.0,"하락  1,600",200000.0,200500.0,197000.0,99544.0
2024-03-18,006800,8080.0,상승  60,8060.0,8140.0,7940.0,542893.0
2024-03-18,066570,96100.0,"하락  2,800",99500.0,99500.0,96000.0,562587.0
2024-03-18,377300,39650.0,하락  300,40100.0,40300.0,39550.0,168304.0
2024-03-18,017670,53200.0,상승  100,53500.0,53500.0,52500.0,457490.0
2024-03-18,079550,163300.0,"상승  1,300",164700.0,167500.0,162500.0,293251.0
2024-03-18,272210,17620.0,상승  510,17130.0,17810.0,17130.0,1201493.0
