날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2024-12-16,005930,55600.0,하락  500,56300.0,56600.0,55200.0,15277277.0
2024-12-16,000660,179300.0,"상승  3,800",177400.0,180400.0,177300.0,3278975.0
2024-12-16,207940,999000.0,"상승  13,000",997000.0,1000000.0,979000.0,65335.0
2024-12-16,373220,398000.0,"하락  2,000",399000.0,402500.0,394500.0,204346.0
2024-12-16,035420,214000.0,"상승  4,000",213500.0,218000.0,211500.0,945545.0
2024-12-16,034020,17640.0,상승  400,17350.0,17910.0,17350.0,5640808.0
2024-12-16,105560,84600.0,하락  400,85400.0,86500.0,84200.0,1548003.0
2024-12-16,012450,320000.0,"하락  3,000",332500.0,333000.0,313000.0,423292.0
2024-12-16,005380,211000.0,"하락  4,000",215500.0,216000.0,210500.0,469448.0
2024-12-16,329180,239500.0,"하락  1,500",243000.0,244500.0,233500.0,273247.0
2024-12-16,005935,46550.0,하락  50,46800.0,47150.0,45750.0,1445915.0
2024-12-16,000270,95300.0,"하락  2,800",98100.0,98200.0,95300.0,977937.0
2024-12-16,068270,196200.0,"상승  2,800",198000.0,198300.0,194700.0,1093284.0
2024-12-16,035720,43950.0,"하락  1,950",47000.0,47050.0,43550.0,4206177.0
2024-12-16,055550,49500.0,보합0,49950.0,50400.0,49250.0,1544004.0
2024-12-16,009540,207500.0,"하락  2,500",214000.0,214500.0,202500.0,308029.0
2024-12-16,028260,117400.0,"하락  1,400",118900.0,119200.0,117000.0,193601.0
2024-12-16,042660,33700.0,하락  350,34300.0,34400.0,33200.0,1963347.0
2024-12-16,012330,237500.0,"하락  6,500",244500.0,245500.0,236000.0,170497.0
2024-12-16,032830,98200.0,하락  600,100000.0,101000.0,98000.0,187232.0
2024-12-16,402340,86300.0,"상승  3,000",83300.0,87800.0,83200.0,303465.0
2024-12-16,086790,58900.0,하락  800,59900.0,60400.0,58500.0,1166218.0
2024-12-16,011200,18490.0,하락  310,18860.0,18870.0,18250.0,1144732.0
2024-12-16,015760,21550.0,상승  200,21500.0,21850.0,21450.0,1126990.0
2024-12-16,064350,49550.0,하락  350,50600.0,50900.0,48600.0,1159514.0
2024-12-16,005490,270500.0,하락  500,274000.0,277000.0,270000.0,421901.0
2024-12-16,138040,98400.0,"하락  2,900",101300.0,102200.0,97500.0,460265.0
2024-12-16,000810,361500.0,"하락  6,500",370000.0,374000.0,360000.0,89140.0
2024-12-16,323410,24050.0,하락  450,25050.0,25100.0,23750.0,955459.0
2024-12-16,267260,380000.0,"상승  8,000",378000.0,395500.0,376000.0,373775.0
2024-12-16,259960,344000.0,"상승  3,500",342500.0,344500.0,335000.0,90093.0
2024-12-16,010130,1166000.0,"하락  59,000",1221000.0,1260000.0,1165000.0,61990.0
2024-12-16,316140,15670.0,하락  220,16010.0,16110.0,15660.0,2108736.0
2024-12-16,096770,121400.0,상승  900,120500.0,122100.0,119200.0,290433.0
2024-12-16,033780,113900.0,"하락  1,000",114400.0,115500.0,113300.0,153066.0
2024-12-16,010140,11230.0,하락  120,11440.0,11450.0,11070.0,4311246.0
2024-12-16,018260,138700.0,"하락  1,700",140500.0,141600.0,138400.0,96854.0
2024-12-16,051910,268000.0,하락  500,270000.0,273000.0,265500.0,171458.0
2024-12-16,034730,142100.0,"상승  1,300",141100.0,143200.0,139900.0,120008.0
2024-12-16,024110,14610.0,하락  90,14770.0,14840.0,14560.0,812514.0
2024-12-16,006400,263000.0,"상승  2,500",264500.0,268000.0,261000.0,255208.0
2024-12-16,003550,76600.0,"하락  1,000",77000.0,77900.0,76300.0,144012.0
2024-12-16,030200,46450.0,"상승  1,600",45200.0,46450.0,45050.0,633149.0
2024-12-16,352820,205000.0,하락  500,207500.0,208500.0,203000.0,96609.0
2024-12-16,006800,8590.0,하락  80,8700.0,8780.0,8560.0,377859.0
2024-12-16,066570,87800.0,하락  500,88800.0,88900.0,87400.0,276988.0
2024-12-16,377300,30600.0,"하락  2,850",33850.0,34400.0,30500.0,2336161.0
2024-12-16,017670,57600.0,상승  200,57800.0,58500.0,57300.0,467240.0
2024-12-16,079550,194500.0,"하락  3,500",203000.0,203500.0,191400.0,164302.0
2024-12-16,272210,21450.0,하락  300,21950.0,22100.0,20950.0,1913264.0
