날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2024-10-16,005930,59500.0,"하락  1,500",59400.0,60000.0,59200.0,23303268.0
2024-10-16,000660,188700.0,"하락  4,200",184700.0,192500.0,183600.0,4787317.0
2024-10-16,207940,1057000.0,"하락  25,000",1071000.0,1082000.0,1056000.0,73438.0
2024-10-16,373220,404500.0,"상승  1,000",415000.0,415000.0,404500.0,495248.0
2024-10-16,035420,177000.0,"상승  1,800",173900.0,177700.0,173300.0,864891.0
2024-10-16,034020,19460.0,상승  460,18820.0,19950.0,18550.0,10748471.0
2024-10-16,105560,95400.0,하락  200,94000.0,96900.0,93800.0,1271538.0
2024-10-16,012450,382500.0,"상승  8,500",374500.0,392500.0,369000.0,466193.0
2024-10-16,005380,247000.0,"상승  1,000",246000.0,247000.0,242000.0,799813.0
2024-10-16,329180,194500.0,"상승  1,800",191000.0,196400.0,188800.0,140007.0
2024-10-16,005935,50900.0,상승  500,50000.0,50900.0,49600.0,1682868.0
2024-10-16,000270,97800.0,"하락  1,900",98800.0,99400.0,97500.0,1442581.0
2024-10-16,068270,195800.0,"하락  4,700",199300.0,201000.0,195700.0,623823.0
2024-10-16,035720,37600.0,하락  50,37250.0,37800.0,37100.0,1084146.0
2024-10-16,055550,56400.0,"하락  1,400",56400.0,57400.0,55400.0,1581232.0
2024-10-16,009540,192900.0,"하락  2,200",193300.0,194900.0,191000.0,170760.0
2024-10-16,028260,134500.0,"하락  1,200",134300.0,135000.0,133400.0,158246.0
2024-10-16,042660,30950.0,하락  200,30950.0,31550.0,30500.0,731003.0
2024-10-16,012330,241500.0,"상승  17,500",223000.0,242500.0,223000.0,624192.0
2024-10-16,032830,102000.0,"상승  1,900",99100.0,102000.0,98500.0,242002.0
2024-10-16,402340,85000.0,"하락  1,400",85000.0,89000.0,82600.0,809456.0
2024-10-16,086790,65800.0,"상승  1,400",64000.0,66300.0,63900.0,1334549.0
2024-10-16,011200,17360.0,상승  320,16970.0,17460.0,16840.0,1082946.0
2024-10-16,015760,20650.0,상승  50,20500.0,20750.0,20500.0,734533.0
2024-10-16,064350,64100.0,상승  700,63200.0,64900.0,62400.0,1464739.0
2024-10-16,005490,347500.0,"하락  5,000",352500.0,353000.0,346000.0,285606.0
2024-10-16,138040,102800.0,상승  200,101600.0,104100.0,101500.0,216968.0
2024-10-16,000810,352500.0,"하락  1,500",350500.0,355500.0,346000.0,87553.0
2024-10-16,323410,22600.0,보합0,22400.0,22750.0,22250.0,537049.0
2024-10-16,267260,299500.0,"하락  7,500",306500.0,306500.0,297000.0,172965.0
2024-10-16,259960,338500.0,"하락  2,000",338000.0,344000.0,335000.0,68817.0
2024-10-16,010130,809000.0,"하락  8,000",820000.0,821000.0,803000.0,138790.0
2024-10-16,316140,16470.0,하락  100,16380.0,16680.0,16350.0,2409054.0
2024-10-16,096770,111400.0,"하락  4,500",115500.0,116100.0,111100.0,406571.0
2024-10-16,033780,107500.0,"상승  2,200",104600.0,108500.0,104600.0,251790.0
2024-10-16,010140,10060.0,하락  170,10160.0,10200.0,10020.0,2404247.0
2024-10-16,018260,149500.0,보합0,149500.0,155800.0,149300.0,136350.0
2024-10-16,051910,339000.0,"하락  3,000",346000.0,346000.0,337000.0,244835.0
2024-10-16,034730,148800.0,"하락  3,600",151000.0,151800.0,146100.0,164051.0
2024-10-16,024110,14520.0,상승  260,14210.0,14590.0,14200.0,1733997.0
2024-10-16,006400,340000.0,"하락  11,000",353000.0,353500.0,340000.0,400446.0
2024-10-16,003550,78300.0,하락  800,78100.0,78600.0,77400.0,117956.0
2024-10-16,030200,42700.0,"상승  1,700",41150.0,42700.0,40800.0,1251909.0
2024-10-16,352820,179500.0,"하락  5,000",182700.0,182800.0,178300.0,135350.0
2024-10-16,006800,9050.0,상승  60,8910.0,9090.0,8910.0,634522.0
2024-10-16,066570,97500.0,하락  900,97300.0,98000.0,96600.0,449341.0
2024-10-16,377300,24700.0,하락  200,24700.0,25450.0,24600.0,179212.0
2024-10-16,017670,56200.0,상승  200,55000.0,56400.0,55000.0,877676.0
2024-10-16,079550,248500.0,"상승  4,500",243500.0,252500.0,240000.0,274528.0
2024-10-16,272210,18620.0,상승  320,18280.0,19110.0,18060.0,2763929.0
