날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2022-10-06,005930,56300.0,상승  300,56700.0,57300.0,56300.0,14944446.0
2022-10-06,000660,89900.0,상승  100,90900.0,92000.0,89800.0,3039698.0
2022-10-06,207940,812000.0,"상승  5,000",814000.0,817000.0,806000.0,30976.0
2022-10-06,373220,478000.0,"상승  9,000",470000.0,487000.0,466500.0,355060.0
2022-10-06,035420,167000.0,"상승  3,000",163500.0,169000.0,163000.0,3477299.0
2022-10-06,034020,14800.0,상승  550,14350.0,14900.0,14350.0,3523594.0
2022-10-06,105560,45800.0,하락  700,46550.0,46800.0,45800.0,874476.0
2022-10-06,012450,61700.0,하락  300,62000.0,62400.0,60800.0,823700.0
2022-10-06,005380,178000.0,"상승  1,000",178500.0,179500.0,175000.0,611007.0
2022-10-06,329180,124500.0,"상승  5,000",121000.0,124500.0,120500.0,258139.0
2022-10-06,005935,50600.0,하락  400,51000.0,51600.0,50600.0,1238824.0
2022-10-06,000270,71500.0,상승  400,71600.0,72100.0,70800.0,1587373.0
2022-10-06,068270,170000.0,"하락  1,500",173000.0,174500.0,165000.0,387718.0
2022-10-06,035720,54800.0,상승  300,54600.0,55700.0,53900.0,2123384.0
2022-10-06,055550,34700.0,하락  200,34900.0,35100.0,34600.0,808942.0
2022-10-06,009540,79600.0,"상승  4,700",76900.0,80300.0,76100.0,231358.0
2022-10-06,028260,109000.0,"상승  2,500",106500.0,109000.0,106000.0,180802.0
2022-10-06,042660,21000.0,"상승  1,650",19550.0,21050.0,19500.0,1232070.0
2022-10-06,012330,201000.0,"하락  1,500",206000.0,207000.0,199000.0,161924.0
2022-10-06,032830,62900.0,상승  400,62500.0,63400.0,62000.0,226923.0
2022-10-06,402340,38950.0,상승  100,38800.0,39100.0,38600.0,211516.0
2022-10-06,086790,37350.0,하락  900,38100.0,38100.0,37350.0,726445.0
2022-10-06,011200,18350.0,상승  250,18200.0,18700.0,17750.0,3082633.0
2022-10-06,015760,19550.0,보합0,19600.0,19700.0,19450.0,740258.0
2022-10-06,064350,26550.0,보합0,26750.0,26800.0,26300.0,1278571.0
2022-10-06,005490,224000.0,"상승  1,000",224000.0,227500.0,223000.0,183132.0
2022-10-06,138040,21250.0,상승  450,20800.0,21450.0,20650.0,120637.0
2022-10-06,000810,189500.0,하락  500,190500.0,190500.0,188500.0,41321.0
2022-10-06,323410,20250.0,상승  250,20300.0,20650.0,20100.0,1281487.0
2022-10-06,267260,34950.0,"상승  1,350",33700.0,35000.0,33600.0,424712.0
2022-10-06,259960,201000.0,"하락  1,000",203000.0,204500.0,200500.0,108788.0
2022-10-06,010130,621000.0,보합0,617000.0,638000.0,613000.0,66305.0
2022-10-06,316140,11100.0,하락  100,11150.0,11250.0,11100.0,940751.0
2022-10-06,096770,153000.0,"하락  3,500",158500.0,160000.0,151000.0,472183.0
2022-10-06,033780,87000.0,"상승  1,000",86300.0,87200.0,85900.0,329042.0
2022-10-06,010140,5470.0,상승  120,5420.0,5510.0,5390.0,2300142.0
2022-10-06,018260,116000.0,하락  500,117500.0,118500.0,115500.0,150255.0
2022-10-06,051910,583000.0,"상승  23,000",563000.0,590000.0,559000.0,271926.0
2022-10-06,034730,202500.0,"상승  2,500",201500.0,205000.0,200500.0,70450.0
2022-10-06,024110,9770.0,상승  10,9770.0,9830.0,9720.0,550710.0
2022-10-06,006400,585000.0,"상승  16,000",571000.0,592000.0,568000.0,175518.0
2022-10-06,003550,75700.0,상승  600,75700.0,76300.0,74800.0,146628.0
2022-10-06,030200,35450.0,하락  450,35800.0,36050.0,35450.0,724267.0
2022-10-06,352820,131000.0,"상승  1,000",129500.0,133000.0,129000.0,152272.0
2022-10-06,006800,6130.0,상승  20,6150.0,6170.0,6110.0,623260.0
2022-10-06,066570,80600.0,"상승  1,400",80000.0,81400.0,79400.0,582507.0
2022-10-06,377300,46850.0,하락  150,47400.0,47600.0,46700.0,449822.0
2022-10-06,017670,50500.0,하락  400,50900.0,51200.0,50500.0,549824.0
2022-10-06,079550,93600.0,"상승  2,200",92500.0,94300.0,91100.0,162838.0
2022-10-06,272210,11250.0,상승  150,11200.0,11350.0,11100.0,395902.0
