날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2025-03-13,005930,54700.0,하락  200,55800.0,55900.0,54200.0,24132151.0
2025-03-13,000660,199700.0,상승  800,202500.0,204500.0,195500.0,3883033.0
2025-03-13,207940,1053000.0,"하락  26,000",1079000.0,1087000.0,1050000.0,110386.0
2025-03-13,373220,340500.0,"하락  8,000",352500.0,354500.0,338500.0,336473.0
2025-03-13,035420,216000.0,"상승  2,000",217500.0,219500.0,213000.0,622944.0
2025-03-13,034020,25850.0,하락  400,26350.0,27150.0,25850.0,9559895.0
2025-03-13,105560,78600.0,"상승  1,700",77400.0,79800.0,77300.0,2826631.0
2025-03-13,012450,707000.0,"상승  42,000",671000.0,714000.0,671000.0,631379.0
2025-03-13,005380,201000.0,"상승  2,800",199300.0,201000.0,196200.0,578677.0
2025-03-13,329180,310000.0,"상승  14,000",311000.0,311000.0,299000.0,344344.0
2025-03-13,005935,45350.0,하락  200,46200.0,46300.0,45100.0,1329249.0
2025-03-13,000270,100400.0,"상승  1,300",98600.0,101300.0,98300.0,2279252.0
2025-03-13,068270,184600.0,"하락  2,300",186800.0,187400.0,183500.0,548392.0
2025-03-13,035720,43150.0,하락  950,44150.0,44750.0,42350.0,3269454.0
2025-03-13,055550,45850.0,상승  700,45250.0,46600.0,45250.0,1607399.0
2025-03-13,009540,214500.0,"상승  2,000",215500.0,221000.0,213000.0,310393.0
2025-03-13,028260,118900.0,하락  700,119600.0,121600.0,118600.0,285549.0
2025-03-13,042660,73500.0,"상승  2,500",72100.0,75100.0,72100.0,5571764.0
2025-03-13,012330,256000.0,"상승  8,000",248000.0,256000.0,247500.0,219828.0
2025-03-13,032830,83100.0,"하락  1,000",84100.0,85000.0,82500.0,341093.0
2025-03-13,402340,92200.0,상승  200,92100.0,93700.0,90300.0,288123.0
2025-03-13,086790,61600.0,"상승  1,100",60600.0,61900.0,60200.0,1647441.0
2025-03-13,011200,20600.0,하락  350,20900.0,21100.0,20500.0,2710209.0
2025-03-13,015760,22350.0,상승  100,22100.0,22425.0,22000.0,1407816.0
2025-03-13,064350,104000.0,"상승  9,700",96700.0,104800.0,96500.0,4785074.0
2025-03-13,005490,312500.0,"하락  1,500",319500.0,319500.0,309500.0,596974.0
2025-03-13,138040,117800.0,하락  700,117400.0,119900.0,117400.0,257212.0
2025-03-13,000810,387500.0,"하락  7,000",391500.0,398000.0,381500.0,105647.0
2025-03-13,323410,22950.0,보합0,22900.0,23600.0,22850.0,765265.0
2025-03-13,267260,330500.0,"하락  11,000",344000.0,350000.0,328500.0,362927.0
2025-03-13,259960,358000.0,"상승  12,500",346000.0,358000.0,345500.0,225941.0
2025-03-13,010130,955000.0,"하락  110,000",1059000.0,1090000.0,955000.0,164139.0
2025-03-13,316140,16030.0,상승  40,15940.0,16190.0,15940.0,2680947.0
2025-03-13,096770,139200.0,상승  600,138600.0,140200.0,135600.0,1044354.0
2025-03-13,033780,96100.0,상승  900,95000.0,96200.0,94600.0,415717.0
2025-03-13,010140,14080.0,하락  280,14550.0,14850.0,14050.0,19036020.0
2025-03-13,018260,119200.0,상승  100,119100.0,121800.0,118600.0,160573.0
2025-03-13,051910,242500.0,"하락  8,500",254000.0,254000.0,242500.0,311370.0
2025-03-13,034730,137100.0,상승  100,137100.0,140300.0,136700.0,200931.0
2025-03-13,024110,15780.0,상승  150,15630.0,15850.0,15630.0,2178297.0
2025-03-13,006400,204000.0,"하락  9,000",215500.0,216500.0,204000.0,1066609.0
2025-03-13,003550,68000.0,상승  200,67600.0,68400.0,67400.0,356793.0
2025-03-13,030200,48400.0,하락  450,48850.0,49800.0,48400.0,748911.0
2025-03-13,352820,233500.0,상승  500,231500.0,233500.0,229500.0,193942.0
2025-03-13,006800,9630.0,상승  240,9430.0,9750.0,9380.0,2343589.0
2025-03-13,066570,80500.0,"하락  1,700",82400.0,82600.0,80100.0,638383.0
2025-03-13,377300,30600.0,하락  500,31350.0,31950.0,30550.0,285272.0
2025-03-13,017670,56000.0,상승  100,55900.0,56000.0,55300.0,595666.0
2025-03-13,079550,279500.0,"하락  1,000",281500.0,289000.0,279000.0,699715.0
2025-03-13,272210,35050.0,하락  200,35650.0,37100.0,34850.0,6581845.0
