날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2025-04-16,005930,54700.0,"하락  1,900",56000.0,56200.0,54500.0,14437025.0
2025-04-16,000660,174000.0,"하락  6,600",176500.0,177500.0,173500.0,2933428.0
2025-04-16,207940,1023000.0,"하락  11,000",1037000.0,1044000.0,1019000.0,42949.0
2025-04-16,373220,343000.0,"하락  2,000",350000.0,353000.0,341500.0,155592.0
2025-04-16,035420,184400.0,상승  500,183900.0,186300.0,183000.0,427131.0
2025-04-16,034020,23350.0,하락  750,24250.0,24250.0,23200.0,3167471.0
2025-04-16,105560,80000.0,"상승  2,000",78500.0,80000.0,77800.0,997030.0
2025-04-16,012450,788000.0,"상승  17,000",771000.0,798000.0,762000.0,257199.0
2025-04-16,005380,181700.0,"하락  5,300",185200.0,186400.0,181300.0,593391.0
2025-04-16,329180,353000.0,하락  500,360000.0,363500.0,350000.0,231501.0
2025-04-16,005935,45650.0,"하락  1,050",46250.0,46500.0,45250.0,885651.0
2025-04-16,000270,84700.0,"하락  1,100",85400.0,86300.0,84600.0,583287.0
2025-04-16,068270,159100.0,하락  700,159800.0,160800.0,158300.0,380707.0
2025-04-16,035720,37750.0,"하락  1,100",38900.0,38950.0,37600.0,1386130.0
2025-04-16,055550,47800.0,상승  700,47150.0,47900.0,47050.0,913054.0
2025-04-16,009540,226000.0,보합0,228500.0,230000.0,224500.0,149399.0
2025-04-16,028260,114000.0,"하락  1,400",114800.0,115400.0,114000.0,99707.0
2025-04-16,042660,77300.0,"하락  2,100",77200.0,79400.0,76200.0,2023987.0
2025-04-16,012330,239500.0,"하락  2,000",241500.0,243000.0,238500.0,82988.0
2025-04-16,032830,79700.0,상승  200,79900.0,80000.0,79000.0,98525.0
2025-04-16,402340,81700.0,"하락  2,300",82700.0,83700.0,81300.0,249094.0
2025-04-16,086790,57700.0,상승  400,57500.0,58000.0,57100.0,485325.0
2025-04-16,011200,19440.0,상승  220,19260.0,19540.0,18930.0,952778.0
2025-04-16,015760,24200.0,상승  50,24000.0,24450.0,23950.0,1890107.0
2025-04-16,064350,105600.0,상승  800,105500.0,109500.0,103800.0,1147808.0
2025-04-16,005490,253500.0,"하락  4,000",258000.0,261000.0,252500.0,155188.0
2025-04-16,138040,114800.0,상승  600,113800.0,115300.0,112600.0,186813.0
2025-04-16,000810,350500.0,하락  500,352000.0,356000.0,348500.0,54106.0
2025-04-16,323410,20850.0,보합0,21050.0,21150.0,20750.0,277336.0
2025-04-16,267260,311000.0,"하락  10,000",317500.0,324000.0,309500.0,239020.0
2025-04-16,259960,377000.0,"상승  8,000",368500.0,381000.0,365000.0,117799.0
2025-04-16,010130,691000.0,"하락  3,000",695000.0,698000.0,680000.0,7088.0
2025-04-16,316140,16440.0,상승  30,16350.0,16460.0,16300.0,1100948.0
2025-04-16,096770,94100.0,"하락  3,600",98100.0,99000.0,93500.0,319004.0
2025-04-16,033780,109400.0,"상승  1,600",107800.0,110400.0,107500.0,348897.0
2025-04-16,010140,14490.0,하락  50,14550.0,14830.0,14370.0,5931178.0
2025-04-16,018260,115400.0,하락  400,115500.0,116500.0,115300.0,51045.0
2025-04-16,051910,220000.0,"하락  5,000",226500.0,230000.0,219500.0,182493.0
2025-04-16,034730,120500.0,"하락  2,400",122500.0,122500.0,120200.0,91346.0
2025-04-16,024110,14470.0,상승  110,14330.0,14470.0,14310.0,475288.0
2025-04-16,006400,177000.0,"하락  5,600",182000.0,184400.0,176600.0,272189.0
2025-04-16,003550,62700.0,보합0,63000.0,63200.0,62300.0,111633.0
2025-04-16,030200,48450.0,상승  800,48000.0,49300.0,47850.0,411083.0
2025-04-16,352820,227000.0,"상승  4,000",223000.0,231500.0,222500.0,137078.0
2025-04-16,006800,9360.0,상승  110,9300.0,9420.0,9230.0,369092.0
2025-04-16,066570,69300.0,하락  700,69900.0,70800.0,69300.0,311088.0
2025-04-16,377300,28550.0,하락  250,29050.0,29100.0,28400.0,89273.0
2025-04-16,017670,57800.0,"상승  1,600",56400.0,57800.0,56300.0,894790.0
2025-04-16,079550,288000.0,"상승  19,000",271000.0,292500.0,270500.0,320095.0
2025-04-16,272210,38350.0,하락  500,38350.0,39550.0,37900.0,2875662.0
