날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2025-01-21,005930,53500.0,상승  100,53700.0,54300.0,53300.0,13535702.0
2025-01-21,000660,218000.0,"상승  6,000",216500.0,220000.0,214000.0,3323212.0
2025-01-21,207940,1001000.0,"하락  14,000",1023000.0,1027000.0,1000000.0,45761.0
2025-01-21,373220,354500.0,"하락  16,000",365000.0,370000.0,349500.0,317052.0
2025-01-21,035420,204500.0,하락  500,205000.0,208000.0,203000.0,357682.0
2025-01-21,034020,22050.0,상승  150,22150.0,22350.0,21700.0,6325422.0
2025-01-21,105560,88900.0,상승  100,89600.0,90100.0,88100.0,478811.0
2025-01-21,012450,389500.0,"상승  12,000",378000.0,392000.0,378000.0,281748.0
2025-01-21,005380,206500.0,"하락  2,000",210500.0,213000.0,206500.0,833996.0
2025-01-21,329180,327000.0,"상승  18,500",311500.0,328000.0,309000.0,452534.0
2025-01-21,005935,44000.0,상승  250,43850.0,44250.0,43600.0,876914.0
2025-01-21,000270,101000.0,보합0,102100.0,105300.0,100700.0,1033495.0
2025-01-21,068270,179700.0,"하락  1,000",180600.0,182800.0,178700.0,389726.0
2025-01-21,035720,36450.0,보합0,36450.0,37000.0,36150.0,1166887.0
2025-01-21,055550,49750.0,하락  200,50100.0,50400.0,49550.0,740714.0
2025-01-21,009540,248500.0,"상승  4,500",246500.0,251500.0,246000.0,373570.0
2025-01-21,028260,119400.0,"하락  1,300",121200.0,121400.0,118700.0,133769.0
2025-01-21,042660,54700.0,"상승  2,900",52100.0,55000.0,51600.0,7518296.0
2025-01-21,012330,250000.0,"상승  6,000",245000.0,252500.0,245000.0,151404.0
2025-01-21,032830,85800.0,"하락  2,300",88500.0,88700.0,85500.0,345576.0
2025-01-21,402340,96000.0,상승  500,96400.0,97400.0,94200.0,237133.0
2025-01-21,086790,58000.0,상승  800,57500.0,58600.0,57400.0,1110986.0
2025-01-21,011200,18050.0,상승  50,18000.0,18280.0,18000.0,1482535.0
2025-01-21,015760,21200.0,상승  450,20900.0,21350.0,20850.0,1664631.0
2025-01-21,064350,57800.0,"상승  1,800",56100.0,58500.0,56100.0,1207909.0
2025-01-21,005490,258000.0,"하락  13,000",270000.0,272000.0,257000.0,407749.0
2025-01-21,138040,109700.0,"하락  1,200",111100.0,112000.0,109400.0,198790.0
2025-01-21,000810,355000.0,"하락  3,000",360000.0,360500.0,354000.0,58112.0
2025-01-21,323410,20950.0,상승  150,20950.0,21200.0,20650.0,470191.0
2025-01-21,267260,385000.0,보합0,389000.0,390500.0,380000.0,273514.0
2025-01-21,259960,347000.0,"상승  2,000",346000.0,351000.0,344000.0,79877.0
2025-01-21,010130,759000.0,"하락  71,000",843000.0,851000.0,759000.0,57771.0
2025-01-21,316140,15640.0,상승  80,15610.0,15680.0,15520.0,1156488.0
2025-01-21,096770,124600.0,"하락  4,800",129400.0,129400.0,123300.0,277474.0
2025-01-21,033780,105800.0,"상승  1,200",105600.0,107900.0,105300.0,171857.0
2025-01-21,010140,13670.0,상승  180,13580.0,13860.0,13530.0,14222288.0
2025-01-21,018260,123200.0,"하락  1,400",125700.0,126400.0,122000.0,153664.0
2025-01-21,051910,240500.0,"하락  12,000",250500.0,252500.0,238000.0,260411.0
2025-01-21,034730,144500.0,"하락  2,500",147200.0,147500.0,143700.0,68249.0
2025-01-21,024110,14790.0,하락  10,14810.0,14890.0,14750.0,582786.0
2025-01-21,006400,234000.0,"하락  9,500",241000.0,243000.0,230000.0,420828.0
2025-01-21,003550,72800.0,"하락  1,300",74500.0,74700.0,72100.0,138856.0
2025-01-21,030200,46000.0,하락  50,46150.0,46900.0,45600.0,351925.0
2025-01-21,352820,218000.0,"하락  2,500",220500.0,226000.0,217000.0,182290.0
2025-01-21,006800,8180.0,상승  20,8250.0,8270.0,8130.0,246672.0
2025-01-21,066570,84300.0,상승  200,84300.0,84800.0,83900.0,352784.0
2025-01-21,377300,25600.0,하락  50,25750.0,26000.0,25450.0,149046.0
2025-01-21,017670,54900.0,하락  500,55000.0,55500.0,54600.0,694682.0
2025-01-21,079550,217000.0,"상승  8,000",211500.0,219000.0,211000.0,279723.0
2025-01-21,272210,26050.0,"상승  1,600",24850.0,26550.0,24850.0,8402845.0
