날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2024-12-26,005930,53600.0,하락  800,54500.0,54600.0,53500.0,10517075.0
2024-12-26,000660,170100.0,"상승  1,600",170000.0,172000.0,169400.0,2022727.0
2024-12-26,207940,937000.0,"하락  1,000",938000.0,952000.0,933000.0,37570.0
2024-12-26,373220,344500.0,"하락  5,500",351500.0,352000.0,343500.0,174814.0
2024-12-26,035420,199900.0,"하락  2,600",202500.0,203000.0,197000.0,645976.0
2024-12-26,034020,17860.0,하락  420,18470.0,18520.0,17860.0,3625772.0
2024-12-26,105560,85500.0,"하락  1,000",86600.0,86700.0,84800.0,915276.0
2024-12-26,012450,323500.0,하락  500,324000.0,327000.0,316500.0,186277.0
2024-12-26,005380,217500.0,"상승  1,000",217500.0,219500.0,215000.0,460871.0
2024-12-26,329180,298000.0,"상승  26,000",279500.0,299000.0,275000.0,514149.0
2024-12-26,005935,44650.0,하락  300,45300.0,45300.0,44600.0,724810.0
2024-12-26,000270,102900.0,"상승  2,300",100800.0,103000.0,99600.0,912601.0
2024-12-26,068270,191500.0,"하락  2,900",194400.0,196300.0,190500.0,610878.0
2024-12-26,035720,38550.0,하락  950,39650.0,39850.0,38400.0,1921654.0
2024-12-26,055550,48900.0,하락  500,49500.0,49500.0,48500.0,1011341.0
2024-12-26,009540,235500.0,"상승  9,500",231000.0,238000.0,229000.0,371213.0
2024-12-26,028260,117600.0,보합0,118000.0,118500.0,117100.0,97008.0
2024-12-26,042660,37750.0,"상승  1,750",36400.0,38250.0,36250.0,7838511.0
2024-12-26,012330,242000.0,"하락  1,000",242000.0,244000.0,239500.0,94291.0
2024-12-26,032830,100500.0,"하락  2,100",103400.0,103400.0,99800.0,163192.0
2024-12-26,402340,80900.0,하락  300,81200.0,82200.0,80300.0,79310.0
2024-12-26,086790,58300.0,하락  600,59000.0,59200.0,57900.0,891621.0
2024-12-26,011200,18020.0,하락  150,18250.0,18260.0,18010.0,611163.0
2024-12-26,015760,20400.0,하락  150,20500.0,20600.0,20300.0,791883.0
2024-12-26,064350,49350.0,상승  100,49350.0,49850.0,48700.0,640835.0
2024-12-26,005490,256000.0,"하락  5,000",262500.0,262500.0,255500.0,301681.0
2024-12-26,138040,99000.0,"하락  1,200",100400.0,100400.0,98600.0,237337.0
2024-12-26,000810,370000.0,보합0,370000.0,372000.0,366000.0,50233.0
2024-12-26,323410,21800.0,하락  350,22250.0,22300.0,21800.0,322607.0
2024-12-26,267260,391000.0,"상승  1,500",391500.0,392500.0,384500.0,140205.0
2024-12-26,259960,307000.0,"상승  1,000",310000.0,310000.0,301500.0,97573.0
2024-12-26,010130,1219000.0,"상승  85,000",1139000.0,1260000.0,1138000.0,98562.0
2024-12-26,316140,15610.0,하락  130,15750.0,15750.0,15540.0,1881752.0
2024-12-26,096770,112500.0,하락  300,113600.0,115600.0,112500.0,153062.0
2024-12-26,033780,109300.0,하락  700,110500.0,110600.0,108500.0,110901.0
2024-12-26,010140,11600.0,상승  240,11410.0,11790.0,11410.0,7560053.0
2024-12-26,018260,129300.0,"하락  2,600",132700.0,132700.0,129000.0,143804.0
2024-12-26,051910,248000.0,"하락  5,000",254000.0,254500.0,246500.0,194741.0
2024-12-26,034730,136700.0,"하락  1,000",137700.0,139400.0,136700.0,66545.0
2024-12-26,024110,14680.0,하락  50,14730.0,14730.0,14580.0,1407117.0
2024-12-26,006400,247000.0,"하락  8,000",256000.0,256500.0,247000.0,212529.0
2024-12-26,003550,74100.0,"하락  1,200",75300.0,75300.0,73800.0,108640.0
2024-12-26,030200,45500.0,하락  600,46100.0,46100.0,45300.0,286690.0
2024-12-26,352820,195500.0,보합0,195800.0,200500.0,194900.0,118157.0
2024-12-26,006800,8250.0,하락  70,8330.0,8330.0,8200.0,630278.0
2024-12-26,066570,85700.0,"하락  1,200",87000.0,87200.0,85300.0,255019.0
2024-12-26,377300,25950.0,하락  750,26750.0,26900.0,25800.0,356980.0
2024-12-26,017670,56700.0,하락  100,56900.0,57200.0,56300.0,261298.0
2024-12-26,079550,210500.0,하락  500,209500.0,214500.0,206500.0,96903.0
2024-12-26,272210,23000.0,상승  550,22700.0,23600.0,22300.0,4321117.0
