날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2025-04-08,005930,53500.0,상승  300,55000.0,55300.0,53300.0,25532845.0
2025-04-08,000660,169500.0,"상승  4,700",172000.0,173100.0,168200.0,4965171.0
2025-04-08,207940,1004000.0,"하락  4,000",1020000.0,1033000.0,1001000.0,140449.0
2025-04-08,373220,318000.0,"하락  5,000",331000.0,333000.0,315000.0,394764.0
2025-04-08,035420,179600.0,"하락  12,200",192100.0,193000.0,179200.0,1366603.0
2025-04-08,034020,20750.0,상승  100,21600.0,21600.0,20550.0,4971559.0
2025-04-08,105560,70500.0,"하락  1,800",71700.0,72500.0,69500.0,2165054.0
2025-04-08,012450,698000.0,"상승  56,000",686000.0,705000.0,670000.0,558169.0
2025-04-08,005380,179200.0,상승  100,181400.0,183800.0,177500.0,1082825.0
2025-04-08,329180,294500.0,"상승  19,000",285500.0,295500.0,285500.0,288828.0
2025-04-08,005935,44600.0,상승  550,45800.0,45800.0,44250.0,1479775.0
2025-04-08,000270,84300.0,하락  300,85500.0,86600.0,84200.0,952615.0
2025-04-08,068270,163100.0,"하락  1,300",166400.0,166900.0,162900.0,594362.0
2025-04-08,035720,39050.0,"하락  1,600",41450.0,41500.0,39000.0,2588453.0
2025-04-08,055550,43850.0,"하락  1,200",45550.0,45550.0,43750.0,1847161.0
2025-04-08,009540,191900.0,"상승  5,700",191300.0,195300.0,190500.0,320962.0
2025-04-08,028260,111400.0,하락  800,113400.0,114300.0,111200.0,236919.0
2025-04-08,042660,67700.0,"상승  5,200",65600.0,68000.0,65000.0,2668105.0
2025-04-08,012330,236500.0,"하락  12,000",250500.0,251000.0,235500.0,236443.0
2025-04-08,032830,76500.0,"하락  1,000",78100.0,78700.0,75700.0,220926.0
2025-04-08,402340,78400.0,"상승  1,000",80900.0,81600.0,77700.0,573773.0
2025-04-08,086790,54000.0,"하락  1,300",55100.0,55700.0,53600.0,1226361.0
2025-04-08,011200,17990.0,하락  260,18650.0,19180.0,17960.0,1784291.0
2025-04-08,015760,22450.0,보합0,22550.0,22750.0,22200.0,1930798.0
2025-04-08,064350,91600.0,"상승  1,200",93900.0,94700.0,90000.0,1081196.0
2025-04-08,005490,251500.0,"하락  3,500",260000.0,263000.0,250500.0,532973.0
2025-04-08,138040,111000.0,하락  700,112600.0,114300.0,110200.0,211349.0
2025-04-08,000810,343000.0,"하락  1,500",350000.0,352000.0,337000.0,208648.0
2025-04-08,323410,20550.0,하락  400,21150.0,21300.0,20550.0,626940.0
2025-04-08,267260,276000.0,"상승  11,000",279000.0,282500.0,270500.0,316106.0
2025-04-08,259960,366500.0,"상승  4,500",368000.0,372500.0,360500.0,143133.0
2025-04-08,010130,666000.0,"하락  7,000",674000.0,691000.0,655000.0,17415.0
2025-04-08,316140,15490.0,하락  170,15820.0,15860.0,15490.0,2482702.0
2025-04-08,096770,96900.0,하락  800,99500.0,100100.0,96300.0,372704.0
2025-04-08,033780,103900.0,"상승  3,400",101500.0,104600.0,99300.0,443363.0
2025-04-08,010140,13220.0,상승  500,13040.0,13350.0,12780.0,7087137.0
2025-04-08,018260,110200.0,"하락  2,100",113800.0,114100.0,110100.0,110012.0
2025-04-08,051910,211500.0,"하락  2,000",218000.0,220000.0,210000.0,323215.0
2025-04-08,034730,119300.0,"하락  1,400",121900.0,122400.0,118600.0,175039.0
2025-04-08,024110,13600.0,하락  190,13840.0,13940.0,13580.0,1023878.0
2025-04-08,006400,176300.0,"하락  3,800",183800.0,184100.0,175900.0,409758.0
2025-04-08,003550,59800.0,"하락  1,000",61100.0,61300.0,59300.0,254963.0
2025-04-08,030200,47450.0,하락  900,48150.0,48200.0,47300.0,682845.0
2025-04-08,352820,230500.0,"하락  1,000",237000.0,239000.0,228500.0,143665.0
2025-04-08,006800,8680.0,하락  90,8910.0,8940.0,8630.0,414191.0
2025-04-08,066570,66900.0,"하락  1,200",69100.0,69500.0,66800.0,752667.0
2025-04-08,377300,27750.0,"하락  1,400",29800.0,30000.0,27650.0,366507.0
2025-04-08,017670,54800.0,"하락  1,100",55200.0,55500.0,54200.0,884188.0
2025-04-08,079550,250500.0,"상승  11,500",247000.0,253000.0,243000.0,145906.0
2025-04-08,272210,32300.0,"상승  2,150",31550.0,32600.0,31350.0,2408812.0
