날짜,종목코드,종가,전일비,시가,고가,저가,거래량
2025-05-28,005930,55900.0,"상승  2,000",54300.0,56100.0,54200.0,17516283.0
2025-05-28,000660,208000.0,"상승  5,500",206500.0,209500.0,206000.0,3161188.0
2025-05-28,207940,1028000.0,"상승  2,000",1028000.0,1038000.0,1023000.0,39721.0
2025-05-28,373220,289000.0,"상승  16,500",276500.0,290000.0,272500.0,395192.0
2025-05-28,035420,187700.0,"상승  3,900",184600.0,189000.0,184100.0,727369.0
2025-05-28,034020,39800.0,"하락  2,550",43300.0,43450.0,39100.0,23906372.0
2025-05-28,105560,101000.0,하락  900,101400.0,102400.0,99900.0,1177541.0
2025-05-28,012450,832000.0,"하락  55,000",884000.0,893000.0,827000.0,320783.0
2025-05-28,005380,185900.0,"상승  4,000",182400.0,186300.0,182400.0,611926.0
2025-05-28,329180,397500.0,"하락  14,500",413500.0,425500.0,395500.0,219723.0
2025-05-28,005935,45850.0,"상승  1,400",44900.0,46200.0,44800.0,1180551.0
2025-05-28,000270,89000.0,상승  800,88500.0,90000.0,88500.0,842967.0
2025-05-28,068270,156000.0,상승  400,154500.0,156300.0,153200.0,540829.0
2025-05-28,035720,41700.0,상승  750,40950.0,42200.0,40250.0,2787745.0
2025-05-28,055550,56600.0,상승  100,56600.0,57200.0,55900.0,1164221.0
2025-05-28,009540,289500.0,"하락  6,500",298000.0,303000.0,287500.0,294123.0
2025-05-28,028260,151200.0,상승  700,153000.0,157500.0,149700.0,810347.0
2025-05-28,042660,76500.0,"하락  2,300",79200.0,79600.0,76300.0,2049074.0
2025-05-28,012330,254000.0,"상승  11,000",242500.0,256500.0,242500.0,275785.0
2025-05-28,032830,96500.0,하락  500,96800.0,97700.0,95700.0,322995.0
2025-05-28,402340,108200.0,"상승  7,700",100700.0,112750.0,100700.0,531474.0
2025-05-28,086790,69900.0,하락  200,69600.0,70500.0,68700.0,758122.0
2025-05-28,011200,21700.0,하락  50,22000.0,22250.0,21450.0,1424962.0
2025-05-28,015760,30300.0,하락  300,30200.0,30750.0,29850.0,2562656.0
2025-05-28,064350,139300.0,"하락  1,900",142600.0,145800.0,136000.0,1883965.0
2025-05-28,005490,249500.0,"상승  12,500",238500.0,251000.0,238500.0,384914.0
2025-05-28,138040,110200.0,상승  700,109100.0,111200.0,108900.0,228711.0
2025-05-28,000810,391500.0,"하락  3,500",391000.0,395500.0,386000.0,70837.0
2025-05-28,323410,23700.0,상승  150,23300.0,24100.0,23200.0,649542.0
2025-05-28,267260,379500.0,"하락  13,000",393500.0,396500.0,373000.0,262512.0
2025-05-28,259960,383000.0,"상승  2,000",379000.0,391000.0,379000.0,130035.0
2025-05-28,010130,748000.0,"상승  5,000",736000.0,752000.0,725000.0,20546.0
2025-05-28,316140,18340.0,상승  50,18200.0,18530.0,18190.0,2121395.0
2025-05-28,096770,86800.0,"상승  4,800",82000.0,87300.0,81800.0,440917.0
2025-05-28,033780,122600.0,하락  900,122200.0,124700.0,121800.0,309123.0
2025-05-28,010140,15670.0,하락  680,16540.0,16600.0,15590.0,13597788.0
2025-05-28,018260,132700.0,"하락  1,000",134400.0,135300.0,132700.0,115382.0
2025-05-28,051910,193900.0,"상승  11,000",184100.0,194600.0,183950.0,431738.0
2025-05-28,034730,156200.0,"상승  16,100",139600.0,156800.0,139600.0,714889.0
2025-05-28,024110,15450.0,하락  20,15430.0,15540.0,15410.0,994931.0
2025-05-28,006400,174100.0,"상승  13,900",161300.0,176000.0,160800.0,1002912.0
2025-05-28,003550,69600.0,"상승  1,700",67300.0,70300.0,66800.0,352858.0
2025-05-28,030200,50800.0,하락  500,50800.0,51600.0,50550.0,341961.0
2025-05-28,352820,279000.0,"하락  7,500",289500.0,292500.0,276500.0,242432.0
2025-05-28,006800,13440.0,상승  40,13410.0,13820.0,13330.0,1155611.0
2025-05-28,066570,71200.0,"상승  2,200",69500.0,71500.0,69300.0,561303.0
2025-05-28,377300,38900.0,"상승  2,950",35400.0,39550.0,35250.0,1376243.0
2025-05-28,017670,51700.0,하락  100,51900.0,52200.0,51600.0,1255821.0
2025-05-28,079550,428500.0,"하락  17,000",446000.0,451500.0,421500.0,194277.0
2025-05-28,272210,45700.0,하락  400,46400.0,48850.0,44800.0,4895814.0
